city,year,num_txn,num_cash_txn,total_cash_adj,median_cash_adj,median_non_cash_adj,total_amount_adj,median_amount_adj,num_investor_txn,investor_amount_adj,investor_median_adj,num_investor_cash_txn,investor_cash_adj,investor_cash_median_adj,investor_non_cash_adj,investor_non_cash_median_adj,num_non_investor_txn,non_investor_amount_adj,non_investor_median_adj,num_non_investor_cash_txn,non_investor_cash_adj,non_investor_cash_median_adj,non_investor_non_cash_adj,non_investor_non_cash_median_adj,p_non_investor_cash_amount_adj,p_investor_cash_amount_adj,p_investor_cash_txn,p_non_investor_cash_txn,p_investor_txn,p_non_investor_txn,p_non_investor_only_cash_amount_adj,p_investor_only_cash_amount_adj,p_investor_only_cash_txn,p_non_investor_only_cash_txn
Norwell,2017,145,27,21374128.0,610382.0,,118248658,713120.0,10,5476366.0,479241.0,2,739710.0,369855.0,4736656.0,633347.0,135,112772292.0,724300.0,25,20634418.0,640599.0,92137874.0,761467.0,96.53922723771467,3.4607727622853197,7.4074074074074066,92.5925925925926,6.896551724137931,93.10344827586206,18.297418305553283,13.50731488728109,20.0,18.51851851851852
Norwell,2018,176,35,15650258.0,438754.0,,127139071,677471.5,26,16862597.0,489557.5,14,6029985.0,436445.0,10832612.0,829592.0,150,110276474.0,688151.5,21,9620273.0,438754.0,100656201.0,692655.0,61.470379593742166,38.52962040625784,40.0,60.0,14.772727272727273,85.22727272727273,8.723776387699884,35.75952743222174,53.84615384615385,14.000000000000002
Norwell,2019,185,41,21245166.0,392344.0,,137854943,689405.0,32,22009216.0,526862.0,14,7675645.0,425973.5,14333571.0,669787.5,153,115845727.0,711825.0,27,13569521.0,336295.0,102276206.0,722474.0,63.87109895964098,36.12890104035902,34.146341463414636,65.85365853658537,17.2972972972973,82.70270270270271,11.713441100853034,34.87468613148238,43.75,17.647058823529413
Norwell,2020,166,40,25499702.0,448040.0,,130497379,736654.5,16,10285574.0,499716.0,9,3519453.0,358432.0,6766121.0,956552.0,150,120211805.0,744901.0,31,21980249.0,601418.0,98231556.0,758645.0,86.19806223617829,13.801937763821712,22.5,77.5,9.63855421686747,90.36144578313254,18.284601083895215,34.21737085358581,56.25,20.666666666666668
Norwell,2021,160,34,23640111.0,560551.0,,143314543,846164.5,27,21476385.0,560551.0,13,10116959.0,427086.0,11359426.0,627282.5,133,121838158.0,872324.0,21,13523152.0,640628.0,108315006.0,900618.5,57.2042660882599,42.79573391174009,38.23529411764706,61.76470588235294,16.875,83.125,11.099274826528484,47.10736467054395,48.148148148148145,15.789473684210526
Norwell,2022,161,23,20938402.0,720000.0,,155618171,835000.0,13,10443900.0,601000.0,5,2255900.0,450900.0,8188000.0,703500.0,148,145174271.0,845000.0,18,18682502.0,800000.0,126491769.0,850000.0,89.2260163884522,10.773983611547816,21.73913043478261,78.26086956521739,8.074534161490684,91.92546583850931,12.86901726546297,21.600168519422823,38.46153846153847,12.162162162162163
Norwood,2000,320,40,12486032.0,285528.5,,130177779,409990.0,35,13813420.0,401753.0,4,1100986.0,226527.5,12712434.0,402669.0,285,116364359.0,411820.0,36,11385046.0,302001.5,104979313.0,420789.0,91.18225870316526,8.817741296834734,10.0,90.0,10.9375,89.0625,9.783963146310116,7.97040848681934,11.428571428571429,12.631578947368421
Norwood,2001,358,41,9715436.0,223388.0,,155331439,442050.5,26,10856693.0,438957.5,4,1352821.0,337977.5,9503872.0,446690.0,332,144474746.0,442050.5,37,8362615.0,189021.0,136112131.0,448322.0,86.07555028925104,13.924449710748958,9.75609756097561,90.2439024390244,7.262569832402235,92.73743016759776,5.788288425161862,12.460709720722507,15.384615384615385,11.144578313253012
Norwood,2002,361,35,14141384.0,377466.0,,181435309,500553.0,36,18913930.0,507118.0,11,4562248.0,395519.0,14351682.0,508759.0,325,162521379.0,500553.0,24,9579136.0,365157.5,152942243.0,502194.0,67.73832037939144,32.26167962060856,31.428571428571427,68.57142857142857,9.97229916897507,90.02770083102493,5.894077480108017,24.12110016268433,30.555555555555557,7.384615384615385
Norwood,2003,327,40,15540501.0,385162.0,,169148054,523506.0,28,14234329.0,510929.0,6,2597878.0,424464.0,11636451.0,514859.5,299,154913725.0,526650.0,34,12942623.0,385162.0,141971102.0,532152.0,83.28317729267543,16.716822707324557,15.0,85.0,8.56269113149847,91.43730886850153,8.354729705195584,18.250793556900362,21.428571428571427,11.37123745819398
Norwood,2004,414,40,18838930.0,443625.0,,233966422,547873.0,49,28488668.0,547873.0,7,2790502.0,395686.0,25698166.0,566820.5,365,205477754.0,547873.0,33,16048428.0,456561.0,189429326.0,555483.0,85.1875770014539,14.812422998546095,17.5,82.5,11.83574879227053,88.16425120772948,7.810299503273723,9.795129768790876,14.285714285714285,9.04109589041096
Norwood,2005,443,50,26114521.0,497197.0,,255445192,548120.0,33,22101174.0,622191.0,5,3321313.0,589600.0,18779861.0,655522.5,410,233344018.0,548120.0,45,22793208.0,488716.0,210550810.0,552564.0,87.28173876901667,12.71826123098333,10.0,90.0,7.44920993227991,92.55079006772009,9.76807042038678,15.027767303221088,15.151515151515152,10.975609756097562
Norwood,2006,321,39,22862761.0,572690.0,,177604093,536897.0,35,21296168.0,571983.0,9,5923738.0,590837.0,15372430.0,533317.5,286,156307925.0,531886.0,30,16939023.0,550140.5,139368902.0,530454.0,74.09001476243398,25.909985237566012,23.076923076923077,76.92307692307693,10.903426791277258,89.09657320872275,10.836957243210797,27.81598079053471,25.71428571428571,10.48951048951049
Norwood,2007,307,50,21562373.0,462429.5,,158343197,500992.0,37,20491379.0,500992.0,11,5023436.0,471962.0,15467943.0,515104.0,270,137851818.0,500992.0,39,16538937.0,458654.0,121312881.0,508048.0,76.70276828992802,23.297231710071987,22.0,78.0,12.052117263843648,87.94788273615634,11.997619792000132,24.514875255589192,29.72972972972973,14.444444444444443
Norwood,2008,256,44,18095469.0,413632.5,,120120913,455755.0,24,10332073.0,434680.5,19,7815750.0,414323.0,2516323.0,483377.0,232,109788840.0,459139.0,25,10279719.0,412942.0,99509121.0,465768.0,56.80824851790246,43.19175148209754,43.18181818181818,56.81818181818182,9.375,90.625,9.363172978237131,75.6455166354322,79.16666666666666,10.775862068965516
Norwood,2009,237,44,16208404.0,348274.5,,104885231,438595.0,27,12026952.0,421726.0,16,6085960.0,363596.0,5940992.0,553867.0,210,92858279.0,442812.0,28,10122444.0,343706.5,82735835.0,447029.5,62.45182437456519,37.5481756254348,36.36363636363637,63.63636363636363,11.39240506329114,88.60759493670885,10.900960161021292,50.60267971469413,59.25925925925925,13.333333333333334
Norwood,2010,271,62,24509448.0,377817.5,,126075802,460753.0,44,17097330.0,360653.5,30,11335789.0,358385.0,5761541.0,379235.5,227,108978472.0,467700.0,32,13173659.0,391994.5,95804813.0,479892.0,53.749309245969144,46.250690754030856,48.38709677419355,51.61290322580645,16.236162361623617,83.76383763837639,12.088313185378485,66.3015160846752,68.18181818181817,14.096916299559473
Norwood,2011,263,67,23842608.0,343906.0,,115311952,425523.0,41,15695800.0,369856.0,25,8325747.0,340418.0,7370053.0,383668.0,222,99616152.0,441567.0,42,15516861.0,359950.5,84099291.0,467377.0,65.08038466261745,34.91961533738255,37.3134328358209,62.68656716417911,15.5893536121673,84.4106463878327,15.576651665886471,53.04442589737381,60.97560975609756,18.91891891891892
Norwood,2012,298,69,27200602.0,352922.0,,129838811,412177.0,47,20342602.0,350175.0,30,13322622.0,343309.0,7019980.0,398239.0,251,109496209.0,429136.0,39,13877980.0,363908.0,95618229.0,438062.5,51.020856082523466,48.979143917476534,43.47826086956522,56.52173913043478,15.771812080536913,84.22818791946308,12.674393138122253,65.49123853477545,63.829787234042556,15.53784860557769
Norwood,2013,347,69,28348925.0,398180.0,,166285006,465668.0,35,16672776.0,404929.0,19,7178880.0,344190.0,9493896.0,518309.0,312,149612230.0,470460.0,50,21170045.0,429224.5,128442185.0,472417.0,74.67671172716426,25.323288272835743,27.536231884057973,72.46376811594203,10.086455331412104,89.9135446685879,14.14994282218773,43.057496843956876,54.285714285714285,16.025641025641026
Norwood,2014,337,66,28593760.0,413966.0,,159485463,470861.0,52,23947626.0,410696.0,24,11672141.0,381839.0,12275485.0,428941.5,285,135537837.0,474131.0,42,16921619.0,418543.0,118616218.0,490481.0,59.1794118716811,40.82058812831891,36.36363636363637,63.63636363636363,15.43026706231454,84.56973293768546,12.48479345291603,48.74028431878801,46.15384615384615,14.736842105263156
Norwood,2015,332,55,23760688.0,423251.0,,162271654,485907.0,45,18223966.0,423251.0,20,7946384.0,387447.0,10277582.0,428366.0,287,144047688.0,505088.0,35,15814304.0,429644.0,128233384.0,509563.5,66.55659129062256,33.44340870937744,36.36363636363637,63.63636363636363,13.55421686746988,86.44578313253012,10.97851983573662,43.604032184871286,44.44444444444444,12.195121951219512
Norwood,2016,400,64,25091124.0,384044.0,,196690410,491277.0,62,26130712.0,410707.0,24,8886474.0,356924.0,17244238.0,433608.0,338,170559698.0,498758.0,40,16204650.0,405864.5,154355048.0,511227.0,64.58319683087932,35.41680316912068,37.5,62.5,15.5,84.5,9.500866963308061,34.00777598406044,38.70967741935484,11.834319526627219
Norwood,2017,368,62,27108336.0,406115.5,,185648908,506980.0,42,19996611.0,486492.5,21,9480514.0,483471.0,10516097.0,489514.0,326,165652297.0,507645.0,41,17627822.0,401281.0,148024475.0,513688.0,65.0273111562436,34.9726888437564,33.87096774193548,66.12903225806451,11.41304347826087,88.58695652173914,10.641459442002184,47.41060372680151,50.0,12.576687116564417
Norwood,2018,390,52,25194395.0,473970.0,,205643581,523907.5,46,21442587.0,475124.5,19,8124712.0,414664.0,13317875.0,502258.0,344,184200994.0,531124.0,33,17069683.0,496485.0,167131311.0,531124.0,67.75190672369787,32.24809327630213,36.53846153846153,63.46153846153846,11.794871794871794,88.2051282051282,9.266878874714433,37.89053998008729,41.30434782608695,9.593023255813954
Norwood,2019,388,49,22053560.0,448393.0,,202041310,505003.5,55,27819576.0,493233.0,15,6805940.0,453998.0,21013636.0,504443.0,333,174221734.0,510049.0,34,15247620.0,434381.0,158974114.0,521482.0,69.1390414971551,30.860958502844895,30.612244897959183,69.38775510204081,14.175257731958762,85.82474226804123,8.751847229347403,24.464571278872114,27.27272727272727,10.21021021021021
Norwood,2020,332,58,45493450.0,586025.0,,205627100,577230.0,24,24540832.0,556889.0,10,16515804.0,568983.5,8025028.0,556889.0,308,181086268.0,578626.0,48,28977646.0,586025.0,152108622.0,577230.0,63.69630353380542,36.30369646619459,17.24137931034483,82.75862068965517,7.228915662650602,92.7710843373494,16.002122259209628,67.29928308869071,41.66666666666667,15.584415584415584
Norwood,2021,436,75,40279198.0,557881.0,,257948300,603793.0,48,26674338.0,541812.5,15,8391447.0,491149.0,18282891.0,549874.0,388,231273962.0,616605.5,60,31887751.0,565889.5,199386211.0,619275.0,79.16679721378762,20.833202786212375,20.0,80.0,11.009174311926607,88.9908256880734,13.787869038192893,31.45887631775529,31.25,15.463917525773196
Norwood,2022,364,65,37844128.0,540000.0,,246889272,630000.0,56,53045300.0,667500.0,20,12055500.0,480000.0,40989800.0,690000.0,308,193843972.0,630000.0,45,25788628.0,600000.0,168055344.0,630000.0,68.14433140063367,31.855668599366325,30.76923076923077,69.23076923076923,15.384615384615385,84.61538461538461,13.303807043326579,22.726801431983606,35.714285714285715,14.61038961038961
Peabody,2000,549,67,21122757.0,320305.0,,228210232,402669.0,30,10525025.0,342725.5,8,2597213.0,337692.5,7927812.0,342725.5,519,217685207.0,409990.0,59,18525544.0,320305.0,199159663.0,413650.0,87.70419505370441,12.295804946295599,11.940298507462686,88.05970149253731,5.46448087431694,94.53551912568307,8.510244795825745,24.676549461877762,26.666666666666668,11.368015414258188
Peabody,2001,544,70,25015152.0,395654.5,,236208941,438184.0,38,15985682.0,406394.0,11,3543106.0,384915.0,12442576.0,429592.0,506,220223259.0,439129.0,59,21472046.0,403817.0,198751213.0,446776.0,85.83616041989272,14.163839580107288,15.714285714285714,84.28571428571429,6.985294117647059,93.01470588235294,9.750126347916774,22.16424673029277,28.947368421052634,11.6600790513834
Peabody,2002,553,63,27681161.0,443113.0,,265690739,475936.0,36,15947628.0,422598.5,4,1673982.0,406187.0,14273646.0,422598.5,517,249743111.0,479382.0,59,26007179.0,443113.0,223735932.0,484142.0,93.95263081631583,6.047369183684167,6.349206349206349,93.65079365079364,6.50994575045208,93.49005424954791,10.413572128522096,10.496745973758605,11.11111111111111,11.411992263056092
Peabody,2003,675,121,63207274.0,487348.0,,343586427,503069.0,57,31474972.0,518790.0,17,10252386.0,432325.0,21222586.0,535297.0,618,312111455.0,502912.0,104,52954888.0,499139.0,259156567.0,502912.0,83.77973712329376,16.220262876706247,14.049586776859504,85.9504132231405,8.444444444444445,91.55555555555556,16.96665955435695,32.57313779341885,29.82456140350877,16.828478964401295
Peabody,2004,701,67,28894434.0,456561.0,,361014775,509674.0,69,39329301.0,532655.0,14,6968254.0,532655.0,32361047.0,532655.0,632,321685474.0,504119.5,53,21926180.0,433733.0,299759294.0,509827.0,75.88374979070363,24.116250209296364,20.8955223880597,79.1044776119403,9.843081312410842,90.15691868758915,6.816030493189134,17.717716366227815,20.28985507246377,8.38607594936709
Peabody,2005,783,137,119350214.0,488864.0,,454224833,505011.0,52,79501639.0,512566.5,14,59440972.0,448792.0,20060667.0,521455.0,731,374723194.0,504419.0,123,59909242.0,488864.0,314813952.0,506641.0,50.196174763457066,49.803825236542934,10.218978102189782,89.78102189781022,6.641123882503193,93.3588761174968,15.987599102285618,74.76697681666663,26.923076923076923,16.82626538987688
Peabody,2006,585,86,36738914.0,443763.0,,276315621,465167.0,50,23324393.0,456004.5,15,6398544.0,405894.0,16925849.0,458152.0,535,252991228.0,465311.0,71,30340370.0,443835.0,222650858.0,465311.0,82.58374213238856,17.41625786761144,17.441860465116278,82.55813953488372,8.547008547008547,91.45299145299145,11.992656915361508,27.432842518131125,30.0,13.271028037383179
Peabody,2007,541,141,60500084.0,437486.0,,249029567,451598.0,77,33608654.0,451598.0,47,18797644.0,423373.0,14811010.0,472767.0,464,215420913.0,451598.0,94,41702440.0,444471.5,173718473.0,452303.5,68.92955718871399,31.070442811286014,33.33333333333333,66.66666666666666,14.232902033271719,85.76709796672827,19.358584744276893,55.930963495294996,61.038961038961034,20.25862068965517
Peabody,2008,519,179,61319719.0,339262.0,,205910818,378513.0,107,35216148.0,320479.0,84,26536066.0,316267.0,8680082.0,346650.0,412,170694670.0,393607.0,95,34783653.0,364604.0,135911017.0,394712.0,56.725069141298576,43.274930858701424,46.927374301675975,53.072625698324025,20.616570327552985,79.38342967244701,20.377703064776423,75.35198341397248,78.50467289719626,23.058252427184467
Peabody,2009,537,136,40335901.0,291904.5,,198580978,371119.0,94,30305428.0,308563.0,64,18522130.0,279036.5,11783298.0,383067.5,443,168275550.0,379553.0,72,21813771.0,311325.0,146461779.0,386582.0,54.08028693842738,45.91971306157262,47.05882352941176,52.94117647058824,17.50465549348231,82.49534450651768,12.963125659075251,61.11819308409041,68.08510638297872,16.252821670428894
Peabody,2010,472,150,52557028.0,341311.5,,179417255,375691.0,104,37475625.0,353008.0,79,28191801.0,354426.0,9283824.0,351590.0,368,141941630.0,378101.5,71,24365227.0,340249.0,117576403.0,389868.0,46.359598187325204,53.640401812674796,52.666666666666664,47.333333333333336,22.033898305084744,77.96610169491525,17.16566661944068,75.22703357182169,75.96153846153845,19.293478260869566
Peabody,2011,423,131,39927264.0,306934.0,,156168327,362741.0,83,24796301.0,301354.0,55,15834233.0,289316.0,8962068.0,324374.0,340,131372026.0,383668.0,76,24093031.0,323641.5,107278995.0,393434.0,60.34230394549449,39.657696054505514,41.98473282442748,58.01526717557252,19.62174940898345,80.37825059101655,18.339544371493517,63.85723822274944,66.26506024096386,22.35294117647059
Peabody,2012,547,130,39391880.0,311209.5,,209966767,381073.0,73,23236479.0,315707.0,49,13499202.0,278080.0,9737277.0,379700.0,474,186730288.0,390342.5,81,25892678.0,322711.0,160837610.0,398239.0,65.73100344538011,34.26899655461988,37.69230769230769,62.30769230769231,13.345521023765997,86.654478976234,13.866351451243947,58.09486884824504,67.12328767123287,17.088607594936708
Peabody,2013,579,128,41873116.0,323437.0,,230621876,399530.0,96,31418509.0,318713.0,60,18325149.0,305721.5,13093360.0,371117.5,483,199203367.0,409653.0,68,23547967.0,348525.5,175655400.0,420114.0,56.23648118281906,43.76351881718094,46.875,53.125,16.580310880829018,83.41968911917098,11.821068767376808,58.32596639133958,62.5,14.078674948240167
Peabody,2014,625,131,49849457.0,332219.0,,261773877,413312.0,86,35195907.0,326987.0,53,23135448.0,320447.0,12060459.0,359686.0,539,226577970.0,418543.0,78,26714009.0,346606.0,199863961.0,425083.0,53.58936808479178,46.41063191520822,40.458015267175576,59.541984732824424,13.76,86.24000000000001,11.790205817449948,65.73334791457427,61.627906976744185,14.471243042671613
Peabody,2015,653,140,49357287.0,351004.0,,278283380,423251.0,81,29797248.0,351643.0,44,14987239.0,330225.0,14810009.0,390005.0,572,248486132.0,435079.0,96,34370048.0,354840.5,214116084.0,449784.0,69.63520503061686,30.36479496938314,31.428571428571427,68.57142857142857,12.404287901990811,87.59571209800919,13.831777139176523,50.29739323577802,54.32098765432099,16.783216783216783
Peabody,2016,644,125,44340111.0,357734.0,,278403093,445142.0,95,34155708.0,358482.0,46,14518105.0,337846.0,19637603.0,370328.0,549,244247385.0,455117.0,79,29822006.0,364093.0,214425379.0,461351.0,67.25740041561916,32.742599584380834,36.8,63.2,14.751552795031056,85.24844720496894,12.209754466767372,42.50564795787574,48.421052631578945,14.389799635701275
Peabody,2017,721,126,45924165.0,381612.0,,332202708,454463.0,114,44774063.0,395975.5,48,16945014.0,366169.0,27829049.0,405511.5,607,287428645.0,467758.0,78,28979151.0,389859.0,258449494.0,477428.0,63.10218378494198,36.89781621505802,38.095238095238095,61.904761904761905,15.811373092926493,84.1886269070735,10.082207011761128,37.845602709765245,42.10526315789473,12.850082372322898
Peabody,2018,634,126,54041719.0,414507.5,,302658994,476568.0,86,38863953.0,411621.0,44,19874299.0,377097.5,18989654.0,442218.0,548,263795041.0,479166.0,82,34167420.0,444527.0,229627621.0,484939.0,63.22415465725656,36.775845342743445,34.92063492063492,65.07936507936508,13.564668769716087,86.43533123028391,12.952260160190047,51.138130493313426,51.162790697674424,14.963503649635038
Peabody,2019,631,106,60525098.0,418267.0,,314824208,474344.0,61,40592564.0,381134.0,33,27788845.0,368804.0,12803719.0,404675.0,570,274231644.0,476418.0,73,32736253.0,431579.0,241495391.0,478660.0,54.08707144926886,45.91292855073114,31.132075471698112,68.86792452830188,9.667194928684628,90.33280507131536,11.93744548313323,68.45796929703677,54.09836065573771,12.80701754385965
Peabody,2020,652,104,45950426.0,415000.5,,331352873,505763.0,59,26659293.0,439794.0,28,10529216.0,342540.0,16130077.0,549742.0,593,304693580.0,511260.0,76,35421210.0,460134.5,269272370.0,516758.0,77.08570536429848,22.914294635701527,26.923076923076923,73.07692307692307,9.049079754601227,90.95092024539878,11.625190790038962,39.495480994188405,47.45762711864407,12.816188870151771
Peabody,2021,644,80,39576138.0,464456.0,,380325301,587244.0,67,32613038.0,453779.0,23,8953633.0,395055.0,23659405.0,507111.5,577,347712263.0,596106.0,57,30622505.0,517842.0,317089758.0,602191.5,77.37618309295364,22.62381690704636,28.749999999999996,71.25,10.403726708074535,89.59627329192547,8.806852175932605,27.45415192537414,34.32835820895522,9.878682842287695
Peabody,2022,531,77,37335751.0,465000.0,,298282542,555555.0,52,24884669.0,469500.0,20,8643000.0,412500.0,16241669.0,482500.0,479,273397873.0,562000.0,57,28692751.0,480000.0,244705122.0,575000.0,76.85060627279199,23.149393727208007,25.97402597402597,74.02597402597402,9.792843691148775,90.20715630885122,10.494869870476279,34.73222810397839,38.46153846153847,11.899791231732777
Pembroke,2000,318,47,14852586.0,252583.0,,127170994,333117.0,38,11774046.0,228789.0,13,3522277.0,155577.0,8251769.0,228789.0,280,115396948.0,347759.0,34,11330309.0,273952.0,104066639.0,366061.5,76.28509271045459,23.714907289545405,27.659574468085108,72.3404255319149,11.949685534591195,88.0503144654088,9.818551700344797,29.915604202667463,34.21052631578947,12.142857142857142
Pembroke,2001,303,32,9147495.0,225536.0,,134932933,395225.0,23,8032051.0,283531.0,11,2627386.0,249164.0,5404665.0,373600.0,280,126900882.0,403731.0,21,6520109.0,218233.0,120380773.0,415845.0,71.27753554388387,28.722464456116125,34.375,65.625,7.590759075907591,92.4092409240924,5.137954045110577,32.71127138012445,47.82608695652174,7.5
Pembroke,2002,292,33,13533919.0,352849.0,,143746043,470192.0,24,11679205.0,397981.0,4,1178352.0,266688.5,10500853.0,474057.0,268,132066838.0,473392.5,29,12355567.0,354818.0,119711271.0,479218.0,91.29334230535885,8.706657694641146,12.121212121212121,87.87878787878788,8.21917808219178,91.78082191780823,9.35554086636041,10.089316867029904,16.666666666666664,10.820895522388058
Pembroke,2003,263,56,24244489.0,407171.0,,133993112,470055.0,27,12315282.0,405599.0,12,6153003.0,504641.0,6162279.0,400726.0,236,121677830.0,477915.0,44,18091486.0,405206.0,103586344.0,501104.0,74.62102418409397,25.378975815906042,21.428571428571427,78.57142857142857,10.26615969581749,89.73384030418251,14.86835029848905,49.96233947383422,44.44444444444444,18.64406779661017
Pembroke,2004,342,66,25965480.0,418514.0,,181993001,500315.0,45,19930735.0,388077.0,19,6701254.0,296765.0,13229481.0,447255.0,297,162062266.0,509827.0,47,19264226.0,423841.0,142798040.0,529230.5,74.1916806467664,25.8083193532336,28.78787878787879,71.21212121212122,13.157894736842104,86.8421052631579,11.886928694431559,33.62271386378877,42.22222222222222,15.824915824915825
Pembroke,2005,261,52,26912938.0,481086.5,,142045151,496271.0,27,20160971.0,525899.0,7,3915168.0,433311.0,16245803.0,593673.5,234,121884180.0,489604.5,45,22997770.0,496271.0,98886410.0,488864.0,85.4524689946523,14.547531005347688,13.461538461538462,86.53846153846155,10.344827586206897,89.65517241379311,18.868543891422167,19.419540854455867,25.925925925925924,19.230769230769234
Pembroke,2006,249,58,27473611.0,462447.5,,123985248,479628.0,31,14237221.0,468890.0,17,7680136.0,394576.0,6557085.0,481346.0,218,109748027.0,484638.5,41,19793475.0,490323.0,89954552.0,479628.0,72.04540750031002,27.954592499689973,29.310344827586203,70.6896551724138,12.449799196787147,87.55020080321285,18.035381173640598,53.94406675291478,54.83870967741935,18.807339449541285
Pembroke,2007,244,60,23856169.0,382623.5,,114227539,436604.0,36,14484674.0,371967.5,26,9372441.0,368017.5,5112233.0,458654.5,208,99742865.0,449834.0,34,14483728.0,423302.5,85259137.0,451598.0,60.712715440605734,39.28728455939426,43.333333333333336,56.666666666666664,14.754098360655737,85.24590163934425,14.52106674497469,64.70591605996793,72.22222222222221,16.346153846153847
Pembroke,2008,178,52,18655036.0,362116.5,,79923558,414254.0,31,12038844.0,367702.0,26,9702822.0,361771.0,2336022.0,437801.0,147,67884714.0,435039.0,26,8952214.0,373927.0,58932500.0,441945.0,47.98818935541051,52.01181064458949,50.0,50.0,17.415730337078653,82.58426966292134,13.18737823657915,80.59596087464877,83.87096774193549,17.687074829931973
Pembroke,2009,185,41,12451662.0,274122.0,,76279797,368179.0,28,10618115.0,333444.0,18,5166607.0,288671.5,5451508.0,458978.5,157,65661682.0,385237.0,23,7285055.0,267093.0,58376627.0,393611.0,58.50668770160963,41.493312298390364,43.90243902439025,56.09756097560976,15.135135135135137,84.86486486486487,11.094834579473611,48.65842006796875,64.28571428571429,14.64968152866242
Pembroke,2010,217,75,22282759.0,269363.0,,85229520,354426.0,52,14106732.0,248098.0,40,10774708.0,248807.0,3332024.0,226832.5,165,71122788.0,389868.0,35,11508051.0,276452.0,59614737.0,411134.0,51.64553904657857,48.35446095342143,53.333333333333336,46.666666666666664,23.963133640552993,76.036866359447,16.1805397729909,76.37990145414261,76.92307692307693,21.21212121212121
Pembroke,2011,176,57,17623372.0,262987.0,,69046253,369716.0,40,11895181.0,260289.0,29,8876577.0,262474.0,3018604.0,181370.0,136,57151072.0,382901.0,28,8746795.0,268916.5,48404277.0,418547.0,49.63179010237088,50.36820989762912,50.877192982456144,49.122807017543856,22.727272727272727,77.27272727272727,15.304691047614996,74.62330333603163,72.5,20.588235294117645
Pembroke,2012,204,51,15578108.0,285633.0,,77997347,354295.0,32,9282402.0,304171.5,17,4472093.0,228644.0,4810309.0,343309.0,172,68714945.0,374207.0,34,11106015.0,328547.0,57608930.0,401672.0,71.29245091894343,28.70754908105657,33.33333333333333,66.66666666666666,15.686274509803921,84.31372549019608,16.162444719995044,48.17818706839027,53.125,19.767441860465116
