city,year,num_txn,num_cash_txn,total_cash_adj,median_cash_adj,median_non_cash_adj,total_amount_adj,median_amount_adj,num_investor_txn,investor_amount_adj,investor_median_adj,num_investor_cash_txn,investor_cash_adj,investor_cash_median_adj,investor_non_cash_adj,investor_non_cash_median_adj,num_non_investor_txn,non_investor_amount_adj,non_investor_median_adj,num_non_investor_cash_txn,non_investor_cash_adj,non_investor_cash_median_adj,non_investor_non_cash_adj,non_investor_non_cash_median_adj,p_non_investor_cash_amount_adj,p_investor_cash_amount_adj,p_investor_cash_txn,p_non_investor_cash_txn,p_investor_txn,p_non_investor_txn,p_non_investor_only_cash_amount_adj,p_investor_only_cash_amount_adj,p_investor_only_cash_txn,p_non_investor_only_cash_txn
Beverly,2011,373,113,55512806.0,358555.0,,186824253,418547.0,62,27699036.0,349458.0,42,14400195.0,331425.0,13298841.0,437381.5,311,159125217.0,425523.0,71,41112611.0,383668.0,118012606.0,441567.0,74.05968813754433,25.940311862455665,37.16814159292036,62.83185840707964,16.621983914209114,83.37801608579089,25.836640964329366,51.98807279791253,67.74193548387096,22.829581993569132
Beverly,2012,489,143,62977643.0,375718.0,,230153515,428450.0,74,30240724.0,350175.0,48,15797297.0,313319.0,14443427.0,477199.5,415,199912791.0,439436.0,95,47180346.0,411971.0,152732445.0,443555.5,74.91602377053076,25.08397622946924,33.56643356643357,66.43356643356644,15.132924335378323,84.86707566462167,23.600463864265695,52.23848807323528,64.86486486486487,22.89156626506024
Beverly,2013,569,116,57092673.0,339803.0,,286430731,431924.0,79,32772186.0,317194.0,44,17952324.0,285475.0,14819862.0,404929.0,490,253658545.0,441373.0,72,39140349.0,371185.0,214518196.0,447446.5,68.55581801188394,31.44418198811606,37.93103448275862,62.06896551724138,13.884007029876976,86.11599297012302,15.430329382359265,54.77914717071361,55.69620253164557,14.69387755102041
Beverly,2014,554,106,53041216.0,413377.0,,280195244,447318.0,76,35352587.0,392711.0,34,13113482.0,347396.0,22239105.0,431623.0,478,244842657.0,457455.0,72,39927734.0,443394.5,204914923.0,457782.0,75.27680737937833,24.72319262062167,32.075471698113205,67.9245283018868,13.718411552346572,86.28158844765343,16.307507233104403,37.09341553985851,44.73684210526316,15.062761506276152
Beverly,2015,605,118,60825069.0,403428.0,,329567455,466727.0,87,44483852.0,396398.0,43,23127894.0,333742.0,21355958.0,437956.0,518,285083603.0,473759.5,75,37697175.0,437317.0,247386428.0,476956.0,61.97637852248059,38.02362147751941,36.440677966101696,63.559322033898304,14.380165289256198,85.6198347107438,13.223200002842676,51.99166205300746,49.42528735632184,14.478764478764477
Beverly,2016,640,130,70390542.0,411018.0,,339198753,473196.5,87,40581237.0,422698.0,40,17874434.0,382173.5,22706803.0,448475.0,553,298617516.0,480055.0,90,52516108.0,436413.0,246101408.0,495017.0,74.60676748305191,25.39323251694809,30.76923076923077,69.23076923076923,13.593749999999998,86.40625,17.586412446080356,44.04605507712838,45.97701149425287,16.2748643761302
Beverly,2017,642,137,79536139.0,453254.0,,370438285,507645.0,85,47673195.0,413368.0,41,17932902.0,350516.0,29740293.0,480449.5,557,322765090.0,518523.0,96,61603237.0,546926.5,261161853.0,513688.0,77.45313988651121,22.546860113488787,29.927007299270077,70.07299270072993,13.239875389408098,86.7601246105919,19.08609044429185,37.61632086962076,48.23529411764706,17.235188509874327
Beverly,2018,548,99,50834576.0,392570.0,,299116665,484939.0,72,48132216.0,454919.0,38,23561624.0,381023.5,24570592.0,513804.5,476,250984449.0,491289.5,61,27272952.0,428421.0,223711497.0,502258.0,53.65039732012322,46.34960267987678,38.38383838383838,61.61616161616161,13.138686131386862,86.86131386861314,10.866391168322941,48.951878716741405,52.77777777777778,12.815126050420167
Beverly,2019,539,103,75804182.0,538072.0,,319086854,504443.0,70,47470646.0,442788.5,34,23905971.0,406356.5,23564675.0,508366.0,469,271616208.0,510048.0,69,51898211.0,582912.0,219717997.0,504443.0,68.4635195984306,31.5364804015694,33.00970873786408,66.99029126213593,12.987012987012985,87.01298701298701,19.1071848702048,50.35948109911965,48.57142857142857,14.712153518123666
Beverly,2020,576,97,58532227.0,522255.0,,350665571,555240.0,44,27918401.0,459585.0,23,12947637.0,450789.0,14970764.0,468381.0,532,322747170.0,560737.0,74,45584590.0,532151.0,277162580.0,561836.5,77.87947313195515,22.120526868044845,23.711340206185564,76.28865979381443,7.638888888888889,92.36111111111111,14.12393174508703,46.376714053215295,52.27272727272727,13.909774436090224
Beverly,2021,571,96,71039282.0,601124.0,,380645693,603259.0,63,47182973.0,485811.0,27,22225569.0,480472.0,24957404.0,510516.5,508,333462720.0,608598.0,69,48813713.0,613936.0,284649007.0,608598.0,68.71369139119395,31.286308608806042,28.125,71.875,11.033274956217163,88.96672504378283,14.63843184629454,47.10506266741606,42.857142857142854,13.582677165354331
Beverly,2022,501,95,64841560.0,550000.0,,321355111,584000.0,57,37596907.0,500000.0,27,19833100.0,480000.0,17763807.0,512000.0,444,283758204.0,590000.0,68,45008460.0,577450.0,238749744.0,590000.0,69.41298142734382,30.587018572656177,28.421052631578945,71.57894736842105,11.377245508982035,88.62275449101796,15.861553733262282,52.75194579171101,47.368421052631575,15.315315315315313
Bolton,2000,140,17,4812019.0,256244.0,,97370754,649669.0,8,4465778.0,347759.0,4,1198854.0,279122.5,3266924.0,489517.0,132,92904976.0,704578.5,13,3613165.0,244658.0,89291811.0,738946.0,75.08625797196561,24.913742028034385,23.52941176470588,76.47058823529412,5.714285714285714,94.28571428571428,3.8890973934485493,26.84535594917616,50.0,9.848484848484848
Bolton,2001,85,15,13830809.0,979299.0,,65962035,771548.0,6,3848287.0,442480.0,4,2963327.0,727729.0,884960.0,442480.0,79,62113748.0,807633.0,11,10867482.0,979299.0,51246266.0,789590.5,78.57444926034334,21.42555073965666,26.666666666666668,73.33333333333333,7.0588235294117645,92.94117647058823,17.496097643310783,77.00379415568538,66.66666666666666,13.924050632911392
Bolton,2002,91,17,10176659.0,631846.0,,68163023,738521.0,11,5213960.0,429983.0,3,1181634.0,65646.0,4032326.0,432445.0,80,62949063.0,744265.5,14,8995025.0,652278.5,53954038.0,759036.0,88.38878260537176,11.611217394628238,17.647058823529413,82.35294117647058,12.087912087912088,87.91208791208791,14.289370756797446,22.662889627078076,27.27272727272727,17.5
Bolton,2003,74,10,3970925.0,303413.5,,47819351,593464.0,9,6287573.0,790761.0,3,2027995.0,880370.0,4259578.0,781328.5,65,41531778.0,589534.0,7,1942930.0,292409.0,39588848.0,630722.5,48.92890195609335,51.07109804390665,30.0,70.0,12.162162162162163,87.83783783783784,4.678176792720023,32.25401915810759,33.33333333333333,10.76923076923077
Bolton,2004,109,20,11875847.0,639185.5,,92785650,776154.0,10,7218992.0,642990.5,4,2195298.0,563092.0,5023694.0,798982.0,99,85566658.0,798982.0,16,9680549.0,646718.5,75886109.0,806591.0,81.5145984955852,18.4854015044148,20.0,80.0,9.174311926605505,90.82568807339449,11.313459268211691,30.410035085230735,40.0,16.161616161616163
Bolton,2005,103,15,10488725.0,562934.0,,86214184,814773.0,10,8477050.0,703667.5,8,7069714.0,703667.5,1407336.0,703668.0,93,77737134.0,822180.0,7,3419011.0,444422.0,74318123.0,859660.0,32.59701250628651,67.40298749371348,53.333333333333336,46.666666666666664,9.70873786407767,90.29126213592234,4.398169605789686,83.39828124170555,80.0,7.526881720430108
Bolton,2006,61,12,8707480.0,640696.5,,48588602,658593.0,5,3290793.0,565531.0,5,3290793.0,565531.0,0.0,,56,45297809.0,672910.5,7,5416687.0,658593.0,39881122.0,687228.0,62.20728614937961,37.79271385062039,41.66666666666667,58.333333333333336,8.19672131147541,91.80327868852459,11.957944809206996,100.0,100.0,12.5
Bolton,2007,83,20,11036309.0,459587.0,,62191327,684454.0,11,8416582.0,677397.0,9,7048239.0,677397.0,1368343.0,684171.5,72,53774745.0,695038.0,11,3988070.0,232855.0,49786675.0,740903.0,36.13590377000136,63.86409622999864,45.0,55.00000000000001,13.253012048192772,86.74698795180723,7.416250881338442,83.74229586309502,81.81818181818183,15.277777777777779
Bolton,2008,45,13,6893585.0,484802.0,,31589639,665679.0,6,4359309.0,580052.5,6,4359309.0,580052.5,0.0,,39,27230330.0,716134.0,7,2534276.0,310742.0,24696054.0,747439.0,36.76281644456404,63.23718355543596,46.15384615384615,53.84615384615385,13.333333333333334,86.66666666666667,9.306813395210414,100.0,100.0,17.94871794871795
Bolton,2009,53,11,5777402.0,432972.0,,32960793,604474.0,8,4441375.0,595336.0,5,1865333.0,302136.0,2576042.0,688819.0,45,28519418.0,604474.0,6,3912069.0,444921.0,24607349.0,625560.0,67.71329050670181,32.2867094932982,45.45454545454545,54.54545454545454,15.09433962264151,84.90566037735849,13.717211901028275,41.998998058033834,62.5,13.333333333333334
Bolton,2010,71,15,7473407.0,462303.0,,46888184,609470.0,9,4914597.0,524550.0,6,2649817.0,418997.0,2264780.0,535183.0,62,41973587.0,627333.0,9,4823590.0,595435.0,37149997.0,630877.0,64.54338697196607,35.456613028033935,40.0,60.0,12.676056338028168,87.32394366197182,11.491965173240972,53.91727948395362,66.66666666666666,14.516129032258066
Bolton,2011,62,10,4640417.0,361308.5,,39295477,613868.5,8,4206105.0,479934.0,3,1236932.0,372507.0,2969173.0,500861.0,54,35089372.0,638284.0,7,3403485.0,348789.0,31685887.0,646655.0,73.34437831772446,26.655621682275537,30.0,70.0,12.903225806451612,87.09677419354838,9.6994753853104,29.408015254017673,37.5,12.962962962962962
Bolton,2012,81,11,6514245.0,443054.0,,47774284,556161.0,8,3635941.0,442965.0,6,2789341.0,442965.0,846600.0,423300.0,73,44138343.0,563027.0,5,3724904.0,789611.0,40413439.0,559594.0,57.18090124028188,42.81909875971813,54.54545454545454,45.45454545454545,9.876543209876543,90.12345679012346,8.4391568573383,76.7157937931336,75.0,6.8493150684931505
Bolton,2013,80,20,7618695.0,415727.0,,43252932,546654.0,14,5515627.0,415727.0,9,4083528.0,466006.0,1432099.0,183568.0,66,37737305.0,564876.0,11,3535167.0,243464.0,34202138.0,577024.0,46.40121438120308,53.59878561879692,45.0,55.00000000000001,17.5,82.5,9.367831115655981,74.03560828170578,64.28571428571429,16.666666666666664
Bolton,2014,105,19,6439615.0,274669.0,,62953476,577780.0,10,3468089.0,281208.5,4,767176.0,185434.0,2700913.0,510100.0,95,59485387.0,596424.0,15,5672439.0,316523.0,53812948.0,621275.5,88.08661697943123,11.913383020568777,21.052631578947366,78.94736842105263,9.523809523809524,90.47619047619048,9.535852897788159,22.121000931636992,40.0,15.789473684210526
Bolton,2015,104,23,10301460.0,473120.0,,65170573,638648.5,13,7141911.0,284224.0,9,3628673.0,255741.0,3513238.0,960626.0,91,58028662.0,639352.0,14,6672787.0,552719.5,51355875.0,642549.0,64.77515808438804,35.22484191561196,39.130434782608695,60.86956521739131,12.5,87.5,11.49912262323057,50.80815204782026,69.23076923076923,15.384615384615385
Bolton,2016,118,22,9609965.0,402124.0,,73289077,592275.0,12,8282505.0,607861.5,6,3186444.0,579806.0,5096061.0,903376.0,106,65006572.0,592275.0,16,6423521.0,383420.5,58583051.0,600068.5,66.84229339024648,33.157706609753525,27.27272727272727,72.72727272727273,10.16949152542373,89.83050847457628,9.88134092042263,38.471984019327486,50.0,15.09433962264151
Bolton,2017,109,23,10933436.0,465341.0,,65632699,604339.0,12,6884005.0,444189.0,3,1217847.0,380233.0,5666158.0,471384.0,97,58748694.0,616425.0,20,9715589.0,482504.0,49033105.0,630930.0,88.86126008328947,11.138739916710538,13.043478260869565,86.95652173913044,11.009174311926607,88.9908256880734,16.537540391961734,17.6909662325928,25.0,20.618556701030926
Bolton,2018,96,19,9373062.0,450301.0,,59233454,627823.0,8,7042008.0,792644.5,5,3797535.0,924848.0,3244473.0,635039.0,88,52191446.0,614833.5,14,5575527.0,397707.5,46615919.0,635039.0,59.48458465333953,40.51541534666046,26.31578947368421,73.68421052631578,8.333333333333332,91.66666666666666,10.68283680049792,53.926877106643445,62.5,15.909090909090908
Bolton,2019,87,12,5252623.0,474120.5,,56000901,627751.0,4,2478383.0,517278.0,3,1475103.0,507694.0,1003280.0,1003280.0,83,53522518.0,627751.0,9,3777520.0,420369.0,49744998.0,644005.5,71.91683088620677,28.083169113793243,25.0,75.0,4.597701149425287,95.40229885057471,7.05781443242263,59.51876687340092,75.0,10.843373493975903
Bolton,2020,95,14,8846346.0,593172.0,,67886494,681681.0,6,3611808.0,568983.5,2,835609.0,417804.5,2776199.0,711916.5,89,64274686.0,684429.0,12,8010737.0,593172.0,56263949.0,692675.0,90.55419039680338,9.44580960319662,14.285714285714285,85.71428571428571,6.315789473684211,93.6842105263158,12.463284534754475,23.135476747379705,33.33333333333333,13.48314606741573
Bolton,2021,87,14,10330042.0,771424.5,,65995611,747401.0,1,1195841.0,1195841.0,0,0.0,,1195841.0,1195841.0,86,64799770.0,744731.5,14,10330042.0,771424.5,54469728.0,742062.0,100.0,0.0,0.0,100.0,1.1494252873563218,98.85057471264368,15.9414794219177,0.0,0.0,16.27906976744186
Bolton,2022,76,14,9811500.0,599000.0,,58208791,750000.0,6,3665500.0,491000.0,4,2375500.0,491000.0,1290000.0,645000.0,70,54543291.0,750000.0,10,7436000.0,600500.0,47107291.0,755000.0,75.78861540029557,24.211384599704427,28.57142857142857,71.42857142857143,7.894736842105263,92.10526315789474,13.633207427839292,64.80698404037648,66.66666666666666,14.285714285714285
Boston,2000,7552,1238,919343458.0,393517.0,,4854115478,428293.0,941,1219963386.0,419141.0,206,226471133.0,326710.5,993492253.0,430123.0,6611,3634152092.0,430123.0,1032,692872325.0,408159.5,2941279767.0,430123.0,75.36599286922863,24.63400713077136,16.63974151857835,83.36025848142164,12.460275423728813,87.53972457627118,19.065584143416746,18.563764748920093,21.891604675876728,15.610346392376343
Boston,2001,6706,1005,732866076.0,416704.0,,4539950950,455368.0,837,1232431303.0,446776.0,192,187983244.0,300715.0,1044448059.0,465678.0,5869,3307519647.0,455368.0,813,544882832.0,429592.0,2762636815.0,458289.0,74.34957761641569,25.65042238358431,19.1044776119403,80.8955223880597,12.48135997614077,87.51864002385923,16.474061839488144,15.25304035546718,22.939068100358423,13.8524450502641
Boston,2002,7432,874,650544763.0,451319.0,,4557523866,508759.0,931,665330646.0,525171.0,169,172001766.0,418495.0,493328880.0,537315.5,6501,3892193220.0,507118.0,705,478542997.0,461165.0,3413650223.0,508759.0,73.56034883644125,26.439651163558747,19.336384439359268,80.66361556064074,12.526910656620021,87.47308934337998,12.294944519737898,25.852073256219736,18.15252416756176,10.844485463774804
Boston,2003,7501,870,645732739.0,471627.0,,4771906489,526650.0,868,690200495.0,553336.5,192,191209653.0,471627.0,498990842.0,565952.0,6633,4081705994.0,521934.0,678,454523086.0,471627.0,3627182908.0,526650.0,70.38873183104938,29.611268168950623,22.06896551724138,77.93103448275862,11.57179042794294,88.42820957205706,11.135615516358525,27.70349404052514,22.119815668202765,10.221619176843058
Boston,2004,10120,1231,1056826617.0,563092.0,,7004596626,570701.0,1214,1125600398.0,619781.5,260,269459799.0,532655.0,856140599.0,639186.0,8906,5878996228.0,563092.0,971,787366818.0,573745.0,5091629410.0,563092.0,74.50293220614446,25.49706779385554,21.121039805036556,78.87896019496344,11.996047430830039,88.00395256916997,13.39287843475718,23.93920608759415,21.4168039538715,10.902762182798114
Boston,2005,10150,1237,1086796120.0,577748.0,,7052640210,567201.0,1312,1202881340.0,622191.0,341,392603148.0,591081.0,810278192.0,629598.0,8838,5849758870.0,562045.5,896,694192972.0,571823.0,5155565898.0,561453.0,63.87517945868264,36.124820541317355,27.566693613581243,72.43330638641875,12.926108374384238,87.07389162561576,11.867035674925178,32.638560009584985,25.990853658536583,10.138040280606472
Boston,2006,9029,1257,1077190399.0,562453.0,,6105996984,536897.0,1401,1270873796.0,555509.0,508,479897665.0,540401.0,790976131.0,565531.0,7628,4835123188.0,529738.0,749,597292734.0,572690.0,4237830454.0,528306.0,55.4491327210576,44.55086727894239,40.41368337311058,59.58631662688943,15.516668512570606,84.4833314874294,12.353206128902459,37.76123691514055,36.25981441827266,9.819087572102779
Boston,2007,8597,1567,1174744948.0,518366.0,,6245567213,510165.0,1635,1836167913.0,508048.0,851,592676619.0,486957.0,1243491294.0,529217.0,6962,4409399300.0,512282.0,716,582068329.0,576140.5,3827330971.0,508048.0,49.54848539599763,50.45151460400237,54.30759412890874,45.69240587109126,19.01826218448296,80.98173781551704,13.200626420927675,32.27790959660452,52.04892966360857,10.28440103418558
Boston,2008,7612,2480,1412243108.0,388235.5,,4806069325,443916.0,2138,1546392082.0,377129.5,1550,773082011.0,352175.0,773310071.0,459208.0,5474,3259677243.0,471465.5,930,639161097.0,490282.0,2620516146.0,469566.0,45.25857434738496,54.74142565261505,62.5,37.5,28.087230688386754,71.91276931161325,19.608109924765333,49.992626061570846,72.4976613657624,16.989404457435146
Boston,2009,6806,2224,1154219066.0,322620.0,,3702844087,424537.0,1771,838890616.0,297557.0,1255,538129355.0,275387.0,300761261.0,382364.5,5035,2863953471.0,456870.0,969,616089711.0,432972.0,2247863760.0,463898.0,53.37719061729656,46.62280938270344,56.42985611510791,43.57014388489209,26.021157801939466,73.97884219806053,21.511861740717507,64.14773806457742,70.86391869000565,19.245283018867926
Boston,2010,6735,2171,1253953467.0,351590.0,,4067852104,453665.0,1865,1043164104.0,330325.0,1225,617228041.0,313312.0,425936063.0,384197.5,4870,3024688000.0,492651.0,946,636725426.0,455791.0,2387962574.0,496196.0,50.777436544222255,49.22256345577774,56.42561031782589,43.574389682174115,27.69116555308092,72.30883444691908,21.05094561819269,59.1688343792934,65.68364611260054,19.42505133470226
Boston,2011,5843,2069,1452352678.0,418407.0,,4079733828,474353.0,1474,1226449631.0,379343.5,872,641141303.0,349835.5,585308328.0,419942.0,4369,2853284197.0,496676.0,1197,811211375.0,481329.0,2042072822.0,502256.0,55.85498531369802,44.14501468630198,42.14596423392943,57.85403576607057,25.226767071709737,74.77323292829026,28.43079479614838,52.276203342915764,59.158751696065124,27.397573815518427
Boston,2012,6905,2456,1841812902.0,473767.0,,4862880483,514964.0,1590,1291536054.0,433943.0,890,749861722.0,375923.5,541674332.0,514964.0,5315,3571344429.0,528696.0,1566,1091951180.0,521830.0,2479393249.0,530069.0,59.28675919330703,40.713240806692966,36.237785016286644,63.76221498371335,23.026792179580013,76.97320782041999,30.57535339165687,58.059681700531144,55.9748427672956,29.463781749764816
Boston,2013,7301,2204,1855008521.0,533156.0,,5527160613,560152.0,1611,1454017477.0,506836.0,798,743001698.0,430574.5,711015779.0,573649.0,5690,4073143136.0,571287.5,1406,1112006823.0,573649.0,2961136313.0,570950.0,59.946184096261625,40.053815903738375,36.206896551724135,63.793103448275865,22.06547048349541,77.9345295165046,27.300951276955075,51.09991521786914,49.534450651769085,24.71001757469244
Boston,2014,6723,1804,1751913654.0,575497.0,,5620730292,588577.0,1494,1705832231.0,601656.0,600,712786056.0,503560.0,993046175.0,653973.5,5229,3914898061.0,588577.0,1204,1039127598.0,608196.0,2875770463.0,587269.0,59.31385919776615,40.68614080223385,33.25942350332594,66.74057649667405,22.22222222222222,77.77777777777779,26.54290307969273,41.78523790596614,40.16064257028113,23.025435073627847
Boston,2015,6916,1781,1674221391.0,620171.0,,5787163299,632958.0,1501,1559436327.0,658532.0,645,668186185.0,549776.0,891250142.0,708881.0,5415,4227726972.0,626565.0,1136,1006035206.0,652139.0,3221691766.0,621450.0,60.08973552769521,39.91026447230478,36.21560920830994,63.78439079169006,21.703296703296704,78.2967032967033,23.79612526217788,42.84792994949899,42.97135243171219,20.978762696214222
Boston,2016,7129,1844,1811496303.0,654620.0,,6363160802,673323.0,1648,1905530760.0,686512.5,720,790348054.0,555736.0,1115182706.0,766841.0,5481,4457630042.0,673323.0,1124,1021148249.0,715406.0,3436481793.0,663348.0,56.3704296447576,43.6295703552424,39.04555314533623,60.95444685466378,23.116846682564173,76.88315331743583,22.907873452455522,41.47653087478893,43.689320388349515,20.507206714103265
Boston,2017,6893,1735,1867061478.0,694990.0,,6395224546,710702.0,1641,1979964191.0,767510.0,683,872694309.0,628512.0,1107269882.0,846074.0,5252,4415260355.0,701033.0,1052,994367169.0,725206.0,3420893186.0,694990.0,53.258405291783326,46.741594708216674,39.36599423631124,60.63400576368876,23.80676048164805,76.19323951835196,22.52114459963709,44.07626728639155,41.620962827544176,20.03046458492003
Boston,2018,6264,1602,1817896584.0,755119.5,,6074945988,738955.0,1454,1858268601.0,819778.0,585,790615927.0,704316.0,1067652674.0,865963.0,4810,4216677387.0,727409.0,1017,1027280657.0,770129.0,3189396730.0,715862.0,56.50930124636837,43.49069875363163,36.51685393258427,63.48314606741573,23.21200510855683,76.78799489144316,24.36232518444741,42.5458368383635,40.23383768913342,21.143451143451145
Boston,2019,6117,1406,1957776105.0,829528.0,,6557688453,756664.0,1485,2574069487.0,972913.0,556,1107961579.0,930417.0,1466107908.0,1003280.0,4632,3983618966.0,720512.5,850,849814526.0,785810.0,3133804440.0,706220.0,43.40713546506382,56.59286453493618,39.5448079658606,60.4551920341394,24.276606179499755,75.72339382050023,21.332726178209484,43.04318840635867,37.44107744107744,18.350604490500864
Boston,2020,5537,1276,1919285138.0,791629.0,,6031142021,764142.0,1143,2164804941.0,934562.0,456,1091625089.0,876839.5,1073179852.0,962049.0,4394,3866337080.0,736655.0,820,827660049.0,776969.0,3038677031.0,731157.0,43.12335007514657,56.87664992485343,35.73667711598746,64.26332288401254,20.642947444464514,79.35705255553549,21.406825940794587,50.426025381101525,39.89501312335958,18.661811561219846
Boston,2021,7442,1925,2548073821.0,832818.0,,7772051370,779432.0,1497,2491045735.0,998314.0,624,1271138161.0,1016198.5,1219907574.0,989772.0,5945,5281005635.0,747401.0,1301,1276935660.0,779432.0,4004069975.0,742404.0,50.11376238302477,49.88623761697523,32.41558441558441,67.58441558441558,20.11556033324375,79.88443966675625,24.17978219029111,51.028294789617746,41.68336673346693,21.883936080740117
Boston,2022,6158,1490,2307667711.0,842500.0,,6790721501,779000.0,1369,2525124494.0,1049000.0,507,1320967241.0,1050000.0,1204157253.0,1027500.0,4789,4265597007.0,739000.0,983,986700470.0,775000.0,3278896537.0,730000.0,42.75747610007618,57.242523899923825,34.02684563758389,65.97315436241611,22.231243910360508,77.7687560896395,23.13159138992241,52.31295503008969,37.034331628926225,20.526205888494466
Boxborough,2000,122,25,4758802.0,145876.0,,60132805,311153.0,8,3644142.0,167473.5,5,810819.0,161067.0,2833323.0,1041447.0,114,56488663.0,325795.5,20,3947983.0,138737.5,52540680.0,523469.0,82.96169918395428,17.03830081604572,20.0,80.0,6.557377049180328,93.44262295081968,6.988982904410395,22.249928789822132,62.5,17.543859649122805
Boxborough,2001,116,22,4822457.0,136954.0,,52209680,203627.0,13,5231230.0,182147.0,7,1959628.0,144343.0,3271602.0,350032.0,103,46978450.0,204486.0,15,2862829.0,116849.0,44115621.0,211359.5,59.36453139965789,40.63546860034211,31.818181818181817,68.18181818181817,11.206896551724139,88.79310344827587,6.093919658907435,37.460176669731595,53.84615384615385,14.563106796116504
Boxborough,2002,163,34,7616976.0,154679.0,,68087393,198580.0,21,7443710.0,155089.0,11,2556669.0,150781.0,4887041.0,284741.0,142,60643683.0,200631.5,23,5060307.0,160013.0,55583376.0,217801.0,66.43459294082061,33.56540705917939,32.35294117647059,67.64705882352942,12.883435582822086,87.11656441717791,8.344326646519804,34.34670345835612,52.38095238095239,16.19718309859155
Boxborough,2003,172,24,7268716.0,159567.5,,80162592,215769.0,9,3152825.0,212232.0,5,1762312.0,212232.0,1390513.0,213804.0,163,77009767.0,216162.0,19,5506404.0,132056.0,71503363.0,484203.5,75.75483758066763,24.245162419332384,20.833333333333336,79.16666666666666,5.232558139534884,94.76744186046511,7.150267056385198,55.89628349178911,55.55555555555556,11.65644171779141
Boxborough,2004,136,26,11847721.0,396447.0,,71111754,396447.0,15,6990902.0,351552.0,7,4263367.0,525045.0,2727535.0,205909.0,121,64120852.0,441342.0,19,7584354.0,220671.0,56536498.0,528089.0,64.01529880725583,35.984701192744154,26.923076923076923,73.07692307692307,11.029411764705882,88.97058823529412,11.828217753563225,60.98450528987532,46.666666666666664,15.702479338842975
Boxborough,2005,145,22,10243419.0,509066.5,,70307628,236877.0,14,6314494.0,444422.0,7,3430196.0,614784.0,2884298.0,444422.0,131,63993134.0,232581.0,15,6813223.0,459236.0,57179911.0,231840.0,66.51317299429029,33.48682700570971,31.818181818181817,68.18181818181817,9.655172413793103,90.3448275862069,10.646803139849347,54.32257913302316,50.0,11.450381679389313
Boxborough,2006,102,20,5751632.0,173596.5,,42832993,211465.5,18,6903777.0,175386.0,9,2793295.0,157490.0,4110482.0,207600.0,84,35929216.0,222203.5,11,2958337.0,190419.0,32970879.0,229076.0,51.43474060927403,48.56525939072597,45.0,55.00000000000001,17.647058823529413,82.35294117647058,8.233792243059241,40.46038856701194,50.0,13.095238095238097
Boxborough,2007,79,14,5497458.0,169405.0,,43042708,474037.0,13,6178554.0,207453.0,6,2379485.0,160599.5,3799069.0,246968.0,66,36864154.0,504519.5,8,3117973.0,323442.5,33746181.0,529216.5,56.71663157772192,43.28336842227808,42.857142857142854,57.14285714285714,16.455696202531644,83.54430379746836,8.458007743782755,38.51200458877595,46.15384615384615,12.121212121212121
Boxborough,2008,69,21,4109788.0,134655.0,,30511302,276215.0,17,4603453.0,138108.0,14,2672707.0,135000.5,1930746.0,828646.0,52,25907849.0,450922.0,7,1437081.0,111108.0,24470768.0,550359.0,34.96727811750874,65.03272188249126,66.66666666666666,33.33333333333333,24.637681159420293,75.36231884057972,5.546894302186183,58.05874416443483,82.35294117647058,13.461538461538462
Boxborough,2009,70,16,5026859.0,276506.0,,36293149,486866.0,8,3229764.0,425591.5,6,1890082.0,285292.0,1339682.0,669841.0,62,33063385.0,556678.0,10,3136777.0,273067.5,29926608.0,602506.0,62.400337865056485,37.599662134943515,37.5,62.5,11.428571428571429,88.57142857142857,9.48716230960623,58.52074640747745,75.0,16.129032258064516
Boxborough,2010,63,23,6822957.0,134682.0,,28221710,388096.0,17,4726174.0,130429.0,13,3112120.0,130429.0,1614054.0,378172.0,46,23495536.0,499031.0,10,3710837.0,346628.5,19784699.0,545886.5,54.38751849088306,45.61248150911694,56.52173913043478,43.47826086956522,26.984126984126984,73.01587301587301,15.793795893824255,65.84861242941965,76.47058823529412,21.73913043478261
Boxborough,2011,65,30,9361679.0,134633.0,,31314012,376692.0,18,6171653.0,137732.5,13,2775145.0,119983.0,3396508.0,613869.0,47,25142359.0,543972.0,17,6586534.0,138818.0,18555825.0,644911.0,70.35633244848493,29.643667551515062,43.333333333333336,56.666666666666664,27.692307692307693,72.3076923076923,26.1969610727458,44.96599209320421,72.22222222222221,36.17021276595745
Boxborough,2012,69,37,6697614.0,96127.0,,25353306,185387.0,17,2868342.0,95989.0,16,2104136.0,92281.5,764206.0,764206.0,52,22484964.0,431883.0,21,4593478.0,111919.0,17891486.0,590492.0,68.58379715522572,31.416202844774272,43.24324324324324,56.75675675675676,24.637681159420293,75.36231884057972,20.429109870934195,73.35722169810992,94.11764705882352,40.38461538461539
Boxborough,2013,103,36,6867662.0,113380.0,,48694630,488614.0,23,6261821.0,111355.0,18,3108910.0,110681.0,3152911.0,701742.0,80,42432809.0,550703.5,18,3758752.0,130589.5,38674057.0,615491.5,54.73117343282182,45.26882656717818,50.0,50.0,22.330097087378643,77.66990291262135,8.858126738675255,49.64865651700999,78.26086956521739,22.5
