decade,proptype,city,flip_num,investor_flip_num,non_investor_flip_num,buy_num,cash_buy_num,cash_total,cash_median,non_cash_median,non_cash_total,total_price,median_price,cash_total_adj,non_cash_total_adj,cash_median_adj,non_cash_median_adj,total_price_adj,median_price_adj,investor_sell_num,investor_sell_total_price,investor_sell_median_price,investor_sell_total_price_adj,investor_sell_median_price_adj,non_investor_sell_num,non_investor_sell_total_price,non_investor_sell_median_price,non_investor_sell_total_price_adj,non_investor_sell_median_price_adj,investor_buy_num,investor_total_price,investor_median_price,investor_total_price_adj,investor_median_price_adj,investor_cash_buy_num,investor_cash_total_adj,investor_cash_median_adj,investor_non_cash_total_adj,investor_non_cash_median_adj,investor_cash_total,investor_cash_median,investor_non_cash_total,investor_non_cash_median,non_investor_buy_num,non_investor_total_price,non_investor_median_price,non_investor_total_price_adj,non_investor_median_price_adj,non_investor_cash_buy_num,non_investor_cash_total_adj,non_investor_cash_median_adj,non_investor_non_cash_total_adj,non_investor_non_cash_median_adj,non_investor_cash_total,non_investor_cash_median,non_investor_non_cash_total,non_investor_non_cash_median,p_total_cash_is_non_investor_adj,p_total_cash_is_investor_adj,p_cash_buy_is_investor,p_cash_buy_is_non_investor,p_buy_is_investor,p_buy_is_non_investor,p_sell_is_investor,p_sell_is_non_investor,p_flip,p_flip_is_investor,p_flip_is_non_investor,p_investor_sell_flip,p_non_investor_sell_flip,p_non_investor_total_is_cash_adj,p_non_investor_total_is_cash,p_investor_total_is_cash_adj,p_investor_total_is_cash,p_investor_is_cash_buy,p_non_investor_is_cash_buy
2000-2009,LND,Woburn,11,6,5,70,21,4294600.0,185000.0,439900.0,20127500.0,24422100,332400.0,6482692.0,30862122.0,303614.0,685583.0,37344814,546440.0,32,14295200.0,467450.0,21522785.0,754973.5,38,10126900.0,300000.0,15822029.0,456561.0,13,3699400.0,270000.0,5520269.0,386566.0,7,2005445.0,260064.0,3514824.0,630560.5,1364400.0,185000.0,2335000.0,377500.0,57,20722700.0,359000.0,31824545.0,558245.0,14,4477247.0,303994.0,27347298.0,685583.0,2930200.0,192500.0,17792500.0,439900.0,69.06462623860581,30.935373761394185,33.33333333333333,66.66666666666666,18.571428571428573,81.42857142857143,45.714285714285715,54.285714285714285,15.714285714285714,54.54545454545454,45.45454545454545,18.75,13.157894736842104,14.068534208423088,14.140049317897766,36.32875499364252,36.88165648483538,53.84615384615385,24.561403508771928
2000-2009,LND,Wrentham,28,14,14,144,35,9716890.0,175000.0,412000.0,46037869.0,55754759,312763.5,14874165.0,71841614.0,266653.0,662117.0,86715779,483369.5,52,22638951.0,464885.0,35067482.0,759194.0,92,33115808.0,275000.0,51648297.0,430958.5,36,9641378.0,180000.0,15010539.0,282976.0,8,3598077.0,342590.5,11412462.0,275115.5,2322440.0,232500.0,7318938.0,180000.0,108,46113381.0,393622.5,71705240.0,645997.0,27,11276088.0,246174.0,60429152.0,759592.0,7394450.0,160000.0,38718931.0,484900.0,75.80988916016463,24.19011083983538,22.857142857142858,77.14285714285715,25.0,75.0,36.11111111111111,63.888888888888886,19.444444444444446,50.0,50.0,26.923076923076923,15.217391304347828,15.725612242564141,16.035367261402932,23.970338440211908,24.088257923296858,22.22222222222222,25.0
2000-2009,R1F,Acton,160,50,110,2047,195,90195764.0,420000.0,472246.5,938077782.0,1028273546,469000.0,139239520.0,1449889144.0,636856.0,734463.5,1589128664,725889.0,193,109521710.0,542500.0,165604820.0,828646.0,1854,918751836.0,464750.0,1423523844.0,721715.0,193,93534501.0,440000.0,141196920.0,686488.0,72,54386928.0,708034.5,86809992.0,683325.0,36222173.0,479250.0,57312328.0,438500.0,1854,934739045.0,470000.0,1447931744.0,731983.5,123,84852592.0,608596.0,1363079152.0,738107.0,53973591.0,403000.0,880765454.0,475000.0,60.94002047694506,39.05997952305495,36.92307692307693,63.07692307692307,9.428431851489986,90.57156814851001,9.428431851489986,90.57156814851001,7.816316560820713,31.25,68.75,25.906735751295333,5.93311758360302,5.860261877095776,5.774188131833093,38.518494596057764,38.72600229085522,37.30569948186528,6.634304207119741
2000-2009,R1F,Arlington,228,78,150,3266,274,117815101.0,425000.0,439900.0,1404483800.0,1522298901,439000.0,179738585.0,2147677018.0,637336.0,672875.0,2327415603,671648.5,295,161488270.0,487500.0,243173629.0,730315.0,2971,1360810631.0,435000.0,2084241974.0,668064.0,253,121897444.0,410000.0,184871614.0,622306.0,55,39781317.0,622306.0,145090297.0,622845.0,26591044.0,429000.0,95306400.0,405000.0,3013,1400401457.0,440000.0,2142543989.0,674189.0,219,139957268.0,640697.0,2002586721.0,675710.0,91224057.0,425000.0,1309177400.0,440000.0,77.86712463548102,22.132875364518974,20.072992700729927,79.92700729927007,7.746478873239436,92.25352112676056,9.032455603184324,90.96754439681568,6.981016533986528,34.21052631578947,65.78947368421053,26.440677966101696,5.048805116122518,6.532293792732019,6.514136110328255,21.518347862749767,21.81427528537842,21.73913043478261,7.2685031530036515
2000-2009,R1F,Ashland,124,44,80,1612,195,58179890.0,273000.0,367900.0,543952478.0,602132368,355000.0,87249159.0,834940706.0,411820.0,558526.0,922189865,545186.5,236,82192452.0,325000.0,124424004.0,493000.0,1376,519939916.0,358750.0,797765861.0,549833.0,168,58220693.0,334906.5,87283473.0,493968.5,89,42359504.0,416395.0,44923969.0,573813.0,28967187.0,293435.0,29253506.0,365000.0,1444,543911675.0,358750.0,834906392.0,548207.5,106,44889655.0,401833.0,790016737.0,558421.5,29212703.0,261000.0,514698972.0,367950.0,51.4499572425678,48.550042757432195,45.64102564102564,54.35897435897436,10.421836228287841,89.57816377171216,14.640198511166252,85.35980148883374,7.6923076923076925,35.483870967741936,64.51612903225806,18.64406779661017,5.813953488372093,5.376609333708395,5.370854192456891,48.53095614103257,49.754108904200095,52.976190476190474,7.340720221606649
2000-2009,R1F,Bedford,94,39,55,1251,129,98541073.0,427500.0,471250.0,588644582.0,687185655,467500.0,154127339.0,901055253.0,641811.0,710033.0,1055182592,707440.0,157,138237018.0,674615.0,210497080.0,1033930.0,1094,548948637.0,455000.0,844685512.0,697729.0,108,49868900.0,401500.0,76561701.0,607791.5,36,26163707.0,531035.0,50397994.0,619537.0,17626750.0,366400.0,32242150.0,409500.0,1143,637316755.0,475000.0,978620891.0,712678.0,93,127963632.0,671449.0,850657259.0,714167.5,80914323.0,450000.0,556402432.0,475000.0,83.02461641798669,16.97538358201331,27.906976744186046,72.09302325581395,8.633093525179856,91.36690647482014,12.54996003197442,87.45003996802558,7.5139888089528375,41.48936170212766,58.51063829787234,24.840764331210192,5.027422303473491,13.07591460358473,12.696092228110336,34.173361691637446,35.346177677871374,33.33333333333333,8.136482939632545
2000-2009,R1F,Bellingham,186,50,136,2066,242,56134904.0,205435.5,260000.0,504796348.0,560931252,255000.0,83022016.0,777200669.0,299184.0,403685.0,860222685,395100.5,256,69686828.0,231111.5,103514135.0,338304.5,1810,491244424.0,260000.0,756708550.0,402669.0,203,45892536.0,220000.0,68460129.0,330231.0,116,35082291.0,289715.0,33377838.0,370956.0,24423026.0,205902.0,21469510.0,249900.0,1863,515038716.0,259900.0,791762556.0,402669.0,126,47939725.0,321615.5,743822831.0,403870.0,31711878.0,201550.0,483326838.0,260000.0,57.74338821162811,42.25661178837189,47.93388429752066,52.066115702479344,9.825750242013553,90.17424975798644,12.39109390125847,87.60890609874153,9.002904162633108,26.881720430107524,73.11827956989248,19.53125,7.513812154696133,6.05481083144326,6.15718333687365,51.24485085326088,53.217860961093976,57.14285714285714,6.763285024154589
2000-2009,R1F,Belmont,109,46,63,1747,197,148370522.0,634000.0,643250.0,1110258679.0,1258629201,642500.0,224628481.0,1694609293.0,955413.0,981723.0,1919237774,980731.0,203,152713923.0,634000.0,231326267.0,964866.0,1544,1105915278.0,644000.0,1687911507.0,982477.5,169,115270826.0,599000.0,177871523.0,905919.0,52,50338955.0,910875.5,127532568.0,905919.0,33984701.0,599500.0,81286125.0,595000.0,1578,1143358375.0,649250.0,1741366251.0,987871.0,145,174289526.0,1019171.0,1567076725.0,985135.0,114385821.0,685000.0,1028972554.0,648200.0,77.59012803011387,22.409871969886133,26.39593908629442,73.60406091370558,9.673726388093876,90.32627361190613,11.619919862621638,88.38008013737836,6.239267315397825,42.201834862385326,57.798165137614674,22.660098522167488,4.080310880829016,10.008780513571581,10.004371638944788,28.3007387303925,29.48248241059711,30.76923076923077,9.188846641318124
2000-2009,R1F,Beverly,234,66,168,3413,514,231450066.0,335000.0,340000.0,1166864543.0,1398314609,340000.0,349386904.0,1798505056.0,493397.5,517785.0,2147891960,515511.0,362,217303743.0,368250.0,324231556.0,539855.5,3051,1181010866.0,337500.0,1823660404.0,514048.0,302,148605022.0,343000.0,223846578.0,517962.0,125,84721560.0,466730.0,139125018.0,541582.0,58281682.0,312750.0,90323340.0,355000.0,3111,1249709587.0,340000.0,1924045382.0,515511.0,389,264665344.0,506115.0,1659380038.0,516837.0,173168384.0,340000.0,1076541203.0,340000.0,75.75136359432636,24.248636405673636,24.31906614785992,75.68093385214007,8.84852036331673,91.15147963668328,10.606504541459127,89.39349545854087,6.856138294755347,28.205128205128204,71.7948717948718,18.23204419889503,5.506391347099312,13.75567055101822,13.856690050342072,37.84804787143094,39.21918735693872,41.390728476821195,12.50401800064288
2000-2009,R1F,Bolton,72,21,51,775,127,51351338.0,368982.0,470575.0,324914094.0,376265432,459900.0,78363066.0,507962010.0,551055.0,741540.0,586325076,729586.0,110,60533171.0,517500.0,91842102.0,806919.5,665,315732261.0,450000.0,494482974.0,715127.0,75,33936249.0,435000.0,51557597.0,639617.0,47,31570729.0,565531.0,19986868.0,676518.5,21297749.0,395000.0,12638500.0,442500.0,700,342329183.0,460000.0,534767479.0,731006.5,80,46792337.0,482814.5,487975142.0,745476.5,30053589.0,317500.0,312275594.0,472450.0,59.71223356676728,40.28776643323272,37.00787401574803,62.99212598425197,9.67741935483871,90.32258064516128,14.193548387096774,85.80645161290322,9.290322580645162,29.166666666666668,70.83333333333334,19.090909090909093,7.669172932330827,8.750034143344008,8.779148986547256,61.2339031239179,62.75811154025891,62.66666666666667,11.428571428571429
2000-2009,R1F,Boston,1328,465,863,13767,1827,666150440.0,255000.0,337000.0,4705124729.0,5371275169,330000.0,1004459902.0,7190803050.0,378041.0,510657.0,8195262952,498155.0,2316,1051645796.0,300000.0,1571584733.0,442812.0,11451,4319629373.0,334000.0,6623678219.0,505790.0,1881,739634726.0,295750.0,1111493145.0,438184.0,811,396355455.0,368335.0,715137690.0,514625.5,272029252.0,256281.0,467605474.0,335000.0,11886,4631640443.0,334000.0,7083769807.0,503678.0,1016,608104447.0,396089.0,6475665360.0,509827.0,394121188.0,251600.0,4237519255.0,337000.0,60.540440269361795,39.459559730638205,44.38970990695129,55.61029009304871,13.663107430812813,86.33689256918719,16.822837219437787,83.17716278056221,9.646255538606813,35.015060240963855,64.98493975903614,20.077720207253886,7.536459697842983,8.584474983914452,8.50932175867953,35.659730047188006,36.778864274147125,43.11536416799574,8.547871445397949
2000-2009,R1F,Boxborough,28,10,18,438,48,18885610.0,392500.0,535500.0,214100874.0,232986484,522500.0,28739246.0,331373654.0,572124.0,835096.5,360112900,820092.0,71,38847627.0,545000.0,60676061.0,850726.0,367,194138857.0,515000.0,299436839.0,817234.0,42,22658958.0,544400.0,34650150.0,813077.5,22,15623867.0,686631.5,19026283.0,876075.0,10423658.0,463500.0,12235300.0,564000.0,396,210327526.0,519500.0,325462750.0,822452.0,26,13115379.0,487349.5,312347371.0,831159.0,8461952.0,327750.0,201865574.0,530000.0,45.635779727832805,54.364220272167195,45.83333333333333,54.166666666666664,9.58904109589041,90.41095890410958,16.210045662100455,83.78995433789954,6.392694063926941,35.714285714285715,64.28571428571429,14.084507042253522,4.904632152588556,4.029763467555043,4.023226137314999,45.09033005629124,46.002371335875196,52.38095238095239,6.565656565656567
2000-2009,R1F,Braintree,238,87,151,3469,342,97485404.0,285050.0,335000.0,1093440733.0,1190926137,330000.0,145787272.0,1674843757.0,431483.0,506071.0,1820631029,499672.0,394,143247899.0,336375.0,217073606.0,501660.5,3075,1047678238.0,330000.0,1603557423.0,499581.0,392,133230617.0,320000.0,201990355.0,481974.0,124,57558929.0,421868.0,144431426.0,503708.5,39123778.0,289767.5,94106839.0,330000.0,3077,1057695520.0,330000.0,1618640674.0,501104.0,218,88228343.0,440067.0,1530412331.0,506213.0,58361626.0,285050.0,999333894.0,335000.0,60.51854993212302,39.481450067876985,36.25730994152047,63.74269005847953,11.300086480253675,88.69991351974632,11.357739982703949,88.64226001729605,6.860766791582589,36.554621848739494,63.4453781512605,22.081218274111674,4.9105691056910565,5.450767697686064,5.51780970009214,28.495879914662265,29.36545583962881,31.63265306122449,7.084822879428014
2000-2009,R1F,Brookline,117,47,70,1693,249,363116559.0,985000.0,894715.5,1580344278.0,1943460837,900000.0,560708261.0,2406688168.0,1536124.0,1369905.5,2967396429,1381867.0,232,479848589.0,1445500.0,728273708.0,2174598.0,1461,1463612248.0,850000.0,2239122721.0,1317824.0,182,268874894.0,1037500.0,403163353.0,1545736.5,54,130578985.0,1429627.5,272584368.0,1563218.5,87582056.0,950000.0,181292838.0,1050000.0,1511,1674585943.0,892500.0,2564233076.0,1367718.0,195,430129276.0,1559426.0,2134103800.0,1356023.0,275534503.0,990000.0,1399051440.0,886050.0,76.71177792759504,23.288222072404956,21.686746987951807,78.3132530120482,10.750147666863556,89.24985233313645,13.703484937979917,86.29651506202009,6.910809214412287,40.17094017094017,59.82905982905983,20.25862068965517,4.791238877481177,16.774187963871345,16.45388844638116,32.38860477479955,32.573534366507275,29.67032967032967,12.905360688285903
2000-2009,R1F,Burlington,175,68,107,2145,226,72905486.0,324750.0,367500.0,724125992.0,797031478,365000.0,109695769.0,1113344545.0,486821.0,564861.0,1223040314,558470.0,221,88488031.0,375000.0,135084232.0,568860.0,1924,708543447.0,364250.0,1087956082.0,558335.5,180,64680469.0,320000.0,98714424.0,489390.5,58,28760781.0,454090.0,69953643.0,515372.5,19510327.0,317153.0,45170142.0,323776.0,1965,732351009.0,368000.0,1124325890.0,564498.0,168,80934988.0,516152.0,1043390902.0,567062.0,53395159.0,330000.0,678955850.0,370000.0,73.7813215020171,26.218678497982907,25.663716814159294,74.33628318584071,8.391608391608392,91.6083916083916,10.303030303030303,89.6969696969697,8.158508158508159,38.857142857142854,61.142857142857146,30.76923076923077,5.5613305613305615,7.198534581463743,7.2909244807226035,29.13533791171187,30.164170578293113,32.22222222222222,8.549618320610687
2000-2009,R1F,Cambridge,121,50,71,1482,274,344943008.0,759000.0,603250.0,1011713840.0,1356656848,625250.0,529214405.0,1545404946.0,1183805.0,920222.0,2074619351,955943.5,226,363609123.0,810150.0,557876157.0,1248803.0,1256,993047725.0,601775.0,1516743194.0,916105.5,149,150015062.0,650000.0,229679252.0,1021858.0,67,99223345.0,799644.0,130455907.0,1099551.0,64563612.0,579000.0,85451450.0,707500.0,1333,1206641786.0,624500.0,1844940099.0,951063.0,207,429991060.0,1281218.0,1414949039.0,910789.5,280379396.0,798000.0,926262390.0,600000.0,81.2508230950365,18.749176904963498,24.45255474452555,75.54744525547446,10.053981106612685,89.94601889338732,15.24966261808367,84.75033738191632,8.16464237516869,41.32231404958678,58.67768595041323,22.123893805309734,5.6528662420382165,23.306505194020392,23.236340664900528,43.20083078292157,43.03808640228406,44.966442953020135,15.528882220555138
2000-2009,R1F,Canton,133,39,94,1973,206,76119228.0,331500.0,405000.0,789017769.0,865136997,400000.0,114332452.0,1219329044.0,501385.0,628004.0,1333661496,614687.0,214,104221953.0,434550.0,157149640.0,682561.5,1759,760915044.0,395000.0,1176511856.0,607674.0,212,94269739.0,392500.0,142812528.0,585920.0,58,36984102.0,573364.5,105828426.0,586439.0,25136271.0,376750.0,69133468.0,395000.0,1761,770867258.0,400000.0,1190848968.0,616815.0,148,77348350.0,486839.0,1113500618.0,631980.0,50982957.0,316500.0,719884301.0,409900.0,67.65213956926245,32.34786043073755,28.155339805825243,71.84466019417476,10.745058286872784,89.25494171312722,10.846426761277243,89.15357323872276,6.741003547896604,29.32330827067669,70.67669172932331,18.22429906542056,5.3439454235361,6.49522752913869,6.613714160369748,25.896959123922237,26.66419920818917,27.358490566037734,8.404315729699034
2000-2009,R1F,Carlisle,54,21,33,685,128,101997805.0,696000.0,725000.0,454852152.0,556849957,720000.0,160384246.0,696905298.0,1064966.0,1110965.0,857289544,1102858.0,105,98214052.0,830000.0,150734827.0,1303637.0,580,458635905.0,712500.0,706554717.0,1094236.5,69,61457350.0,737500.0,94196769.0,1125642.0,29,46383002.0,1362161.0,47813767.0,1026412.5,30510056.0,915000.0,30947294.0,632000.0,616,495392607.0,719500.0,763092775.0,1099479.0,99,114001244.0,1008186.0,649091531.0,1117573.0,71487749.0,635000.0,423904858.0,730000.0,71.08007603190653,28.919923968093475,22.65625,77.34375,10.072992700729927,89.92700729927007,15.328467153284672,84.67153284671532,7.883211678832117,38.88888888888889,61.111111111111114,20.0,5.689655172413794,14.939368807416633,14.43052399043977,49.24054454564148,49.644275257556664,42.028985507246375,16.071428571428573
2000-2009,R1F,Chelsea,53,18,35,504,90,16900200.0,185625.0,250000.0,104674357.0,121574557,240000.0,25047133.0,162002742.0,273594.5,403434.0,187049875,376155.5,112,23757705.0,210125.0,34418783.0,296468.0,392,97816852.0,249950.0,152631092.0,399494.0,100,21699058.0,213500.0,31790308.0,312369.0,55,14603530.0,268850.0,17186778.0,419979.0,10333158.0,193493.0,11365900.0,275000.0,404,99875499.0,245000.0,155259567.0,394551.5,35,10443603.0,278339.0,144815964.0,402084.0,6567042.0,170000.0,93308457.0,250000.0,41.69580207044056,58.30419792955944,61.111111111111114,38.88888888888889,19.841269841269842,80.15873015873017,22.22222222222222,77.77777777777779,10.515873015873016,33.9622641509434,66.0377358490566,16.071428571428573,8.928571428571429,6.72654394302156,6.575228224892273,45.93705100309188,47.620306835439585,55.00000000000001,8.663366336633663
2000-2009,R1F,Cohasset,97,32,65,941,172,153573248.0,565000.0,660000.0,615671617.0,769244865,650000.0,230728527.0,944956615.0,827020.0,1027262.0,1175685142,1009312.0,152,192949884.0,807500.0,290025550.0,1265106.0,789,576294981.0,635000.0,885659592.0,978867.0,127,129421214.0,630000.0,194238467.0,943254.0,49,63084478.0,944826.0,131153989.0,930281.5,42644164.0,637000.0,86777050.0,628750.0,814,639823651.0,650000.0,981446675.0,1013084.0,123,167644049.0,811466.0,813802626.0,1033228.0,110929084.0,550000.0,528894567.0,660000.0,72.65857030327247,27.34142969672753,28.488372093023255,71.51162790697676,13.496280552603611,86.50371944739639,16.153028692879914,83.84697130712009,10.30818278427205,32.98969072164948,67.0103092783505,21.052631578947366,8.238276299112801,17.08132018481799,17.337446627148832,32.47785002339418,32.94990263342763,38.582677165354326,15.11056511056511
2000-2009,R1F,Concord,185,74,111,1958,390,401342541.0,765500.0,650500.0,1323871597.0,1725214138,668750.0,613341236.0,2030994608.0,1166584.5,1008155.5,2644335844,1030427.5,278,396838619.0,1100000.0,601513589.0,1594984.5,1680,1328375519.0,643000.0,2042822255.0,993059.0,221,227222709.0,701000.0,345655920.0,1048569.0,99,150553794.0,1048569.0,195102126.0,1036398.5,100095493.0,689000.0,127127216.0,703000.0,1737,1497991429.0,660000.0,2298679924.0,1030208.0,291,462787442.0,1173916.0,1835892482.0,1006671.0,301247048.0,775000.0,1196744381.0,650000.0,75.45350203715962,24.54649796284038,25.384615384615383,74.61538461538461,11.28702757916241,88.71297242083759,14.198161389172625,85.80183861082737,9.448416751787539,40.0,60.0,26.618705035971225,6.607142857142858,20.13274824250825,20.110064862060035,43.55597149905606,44.051711838362074,44.79638009049774,16.753022452504318
2000-2009,R1F,Danvers,156,51,105,2243,298,101048905.0,325000.0,344000.0,714724982.0,815773887,341500.0,153088385.0,1099885822.0,489692.5,522196.0,1252974207,518492.0,213,87219534.0,357800.0,130318044.0,543329.0,2030,728554353.0,340000.0,1122656163.0,517904.0,212,77074919.0,337500.0,116851912.0,509515.5,64,28752267.0,417522.5,88099645.0,535151.0,19781420.0,293750.0,57293499.0,350000.0,2031,738698968.0,342500.0,1136122295.0,518492.0,234,124336118.0,500899.0,1011786177.0,519338.0,81267485.0,330000.0,657431483.0,344000.0,81.21851830888411,18.781481691115886,21.476510067114095,78.52348993288591,9.451627284886314,90.54837271511369,9.49621043245653,90.50378956754346,6.954971020954079,32.69230769230769,67.3076923076923,23.943661971830984,5.172413793103448,10.943902654423306,11.001434754948784,24.605730884403503,25.66518428647327,30.18867924528302,11.521418020679468
2000-2009,R1F,Dedham,194,70,124,2877,332,121835624.0,298500.0,340000.0,962143727.0,1083979351,339900.0,183666448.0,1477564364.0,444005.0,517436.0,1661230812,512487.0,322,125875801.0,320000.0,189134537.0,488936.0,2555,958103550.0,340000.0,1472096275.0,515339.0,271,103338954.0,321190.0,156613068.0,493308.0,107,55504089.0,425372.0,101108979.0,533015.5,38107603.0,293250.0,65231351.0,349950.0,2606,980640397.0,340000.0,1504617744.0,515128.5,225,128162359.0,469974.0,1376455385.0,516965.0,83728021.0,300000.0,896912376.0,340000.0,69.77995186143089,30.220048138569112,32.22891566265061,67.7710843373494,9.419534237052485,90.58046576294751,11.19221411192214,88.80778588807786,6.743135210288495,36.08247422680412,63.91752577319587,21.73913043478261,4.8532289628180045,8.517934838338581,8.53809625385033,35.4402667087781,36.87631964999375,39.48339483394834,8.633921719109747
2000-2009,R1F,Dover,87,36,51,870,141,160643237.0,857500.0,825000.0,729686399.0,890329636,830000.0,254619270.0,1124837618.0,1349553.0,1272718.0,1379456888,1281218.0,161,226905812.0,1130000.0,345867787.0,1728774.0,709,663423824.0,806000.0,1033589101.0,1237226.0,107,106964729.0,743407.0,162745811.0,1141403.0,29,42432695.0,1141403.0,120313116.0,1143610.0,27205618.0,750000.0,79759111.0,739203.5,763,783364907.0,840000.0,1216711077.0,1324922.0,112,212186575.0,1550718.5,1004524502.0,1285980.0,133437619.0,953000.0,649927288.0,835000.0,83.3348453948517,16.665154605148306,20.56737588652482,79.43262411347519,12.298850574712644,87.70114942528735,18.50574712643678,81.49425287356323,10.0,41.37931034482759,58.620689655172406,22.36024844720497,7.193229901269394,17.43935590059562,17.03390307730494,26.072987525313323,25.434195228971223,27.102803738317753,14.678899082568808
2000-2009,R1F,Duxbury,159,47,112,2009,432,286418893.0,550000.0,508000.0,924652438.0,1211071331,515000.0,429230147.0,1435805490.0,819134.0,790695.0,1865035637,798830.0,267,193513310.0,575000.0,292013464.0,903952.0,1742,1017558021.0,505500.0,1573022173.0,787127.5,214,132388788.0,555000.0,200402131.0,814794.5,83,80570981.0,771813.0,119831150.0,871567.0,53814790.0,521000.0,78573998.0,574000.0,1795,1078682543.0,510000.0,1664633506.0,793905.0,349,348659166.0,837029.0,1315974340.0,785595.0,232604103.0,560000.0,846078440.0,500000.0,81.22895570986071,18.771044290139294,19.212962962962962,80.78703703703704,10.652065704330512,89.34793429566949,13.290194126431059,86.70980587356894,7.914385266301642,29.559748427672954,70.44025157232704,17.60299625468165,6.42939150401837,20.945100813079513,21.563721829880397,40.20465281379668,40.64905405735718,38.78504672897196,19.44289693593315
2000-2009,R1F,Essex,21,8,13,296,81,36512358.0,368550.0,400000.0,101800241.0,138312599,390000.0,55384179.0,157699969.0,550231.0,611331.0,213084148,596731.5,42,21944850.0,377500.0,34632032.0,564439.0,254,116367749.0,394950.0,178452116.0,608625.0,24,11453100.0,381000.0,17283973.0,541520.0,11,5958538.0,522940.0,11325435.0,550385.0,4163900.0,372000.0,7289200.0,390000.0,272,126859499.0,392500.0,195800175.0,601918.5,70,49425641.0,550231.0,146374534.0,612223.0,32348458.0,359312.5,94511041.0,400000.0,89.24144384265405,10.758556157345947,13.580246913580247,86.41975308641975,8.108108108108109,91.8918918918919,14.18918918918919,85.8108108108108,7.094594594594595,38.095238095238095,61.904761904761905,19.047619047619047,5.118110236220472,25.242899297715134,25.49943697948862,34.47435378428328,36.35609572954047,45.83333333333333,25.735294117647058
2000-2009,R1F,Everett,95,29,66,1400,174,41530480.0,249500.0,285000.0,352640024.0,394170504,280000.0,60286922.0,537232906.0,363626.0,439183.5,597519828,429592.0,223,59180074.0,253000.0,86240179.0,365985.0,1177,334990430.0,289900.0,511279649.0,440185.0,165,44401305.0,265000.0,64944723.0,386566.0,94,33916150.0,367004.0,31028573.0,414794.0,23899005.0,260996.0,20502300.0,265000.0,1235,349769199.0,285000.0,532575105.0,434907.0,80,26370772.0,352663.0,506204333.0,440185.0,17631475.0,221450.0,332137724.0,286000.0,43.74211043648903,56.25788956351098,54.02298850574713,45.97701149425287,11.785714285714285,88.21428571428571,15.928571428571429,84.07142857142857,6.785714285714286,30.526315789473685,69.47368421052632,13.004484304932735,5.607476635514018,4.951559273503781,5.040888405957095,52.22310363845881,53.825005819085725,56.96969696969697,6.477732793522267
2000-2009,R1F,Foxborough,128,31,97,1607,195,59274270.0,287500.0,350725.0,538158656.0,597432926,345000.0,89366448.0,832052085.0,433658.0,535805.0,921418533,530628.0,200,76968318.0,355000.0,118097632.0,540032.5,1407,520464608.0,345000.0,803320901.0,529595.0,165,60368434.0,337500.0,91299022.0,517904.0,71,34634876.0,459524.0,56664146.0,529217.0,23352850.0,315000.0,37015584.0,348125.0,1442,537064492.0,347900.0,830119511.0,532674.5,124,54731572.0,415938.5,775387939.0,537344.0,35921420.0,263750.0,501143072.0,351625.0,61.24398275290073,38.756017247099265,36.41025641025641,63.589743589743584,10.267579340385812,89.73242065961419,12.445550715619166,87.55444928438084,7.9651524579962665,24.21875,75.78125,15.5,6.89410092395167,6.593215949600779,6.688474202833726,37.93564842348476,38.68387574870668,43.03030303030303,8.599167822468793
2000-2009,R1F,Framingham,472,134,338,6387,743,230505142.0,297000.0,334950.0,1993340034.0,2223845176,330000.0,344807916.0,3066398613.0,440185.0,508759.0,3411206529,503336.0,719,242277220.0,310250.0,359303853.0,456032.0,5668,1981567956.0,333500.0,3051902676.0,508048.0,557,181616156.0,309000.0,271845290.0,457578.0,304,130887157.0,413440.5,140958133.0,518492.0,90096688.0,289000.5,91519468.0,338000.0,5830,2042229020.0,332000.0,3139361239.0,506855.0,439,213920759.0,471627.0,2925440480.0,508513.0,140408454.0,300000.0,1901820566.0,334900.0,62.040559126838616,37.95944087316139,40.915208613728126,59.084791386271874,8.720839204634414,91.27916079536558,11.257241271332393,88.74275872866761,7.390010959762017,28.389830508474578,71.61016949152543,18.636995827538247,5.963302752293578,6.814149207886045,6.875255058318581,48.14766406289401,49.60830026597414,54.57809694793537,7.530017152658662
2000-2009,R1F,Franklin,336,81,255,3755,381,135274274.0,335000.0,359900.0,1296184803.0,1431459077,358000.0,202506153.0,2005527029.0,503115.0,564457.0,2208033182,558787.0,465,185406539.0,377000.0,280865502.0,583387.0,3290,1246052538.0,356000.0,1927167680.0,556763.0,371,143370892.0,364705.0,216279171.0,561865.0,193,113779039.0,574377.0,102500132.0,537387.5,76860180.0,398928.0,66510712.0,346500.0,3384,1288088185.0,358000.0,1991754011.0,558498.0,188,88727114.0,457019.5,1903026897.0,565254.5,58414094.0,300000.0,1229674091.0,360000.0,43.81452745290164,56.18547254709836,50.65616797900262,49.343832020997375,9.880159786950731,90.11984021304926,12.383488681757656,87.61651131824235,8.948069241011984,24.107142857142858,75.89285714285714,17.419354838709676,7.750759878419452,4.454722496351484,4.5349452529913545,52.60748803221554,53.60933375513909,52.02156334231805,5.555555555555555
