decade,proptype,city,flip_num,investor_flip_num,non_investor_flip_num,buy_num,cash_buy_num,cash_total,cash_median,non_cash_median,non_cash_total,total_price,median_price,cash_total_adj,non_cash_total_adj,cash_median_adj,non_cash_median_adj,total_price_adj,median_price_adj,investor_sell_num,investor_sell_total_price,investor_sell_median_price,investor_sell_total_price_adj,investor_sell_median_price_adj,non_investor_sell_num,non_investor_sell_total_price,non_investor_sell_median_price,non_investor_sell_total_price_adj,non_investor_sell_median_price_adj,investor_buy_num,investor_total_price,investor_median_price,investor_total_price_adj,investor_median_price_adj,investor_cash_buy_num,investor_cash_total_adj,investor_cash_median_adj,investor_non_cash_total_adj,investor_non_cash_median_adj,investor_cash_total,investor_cash_median,investor_non_cash_total,investor_non_cash_median,non_investor_buy_num,non_investor_total_price,non_investor_median_price,non_investor_total_price_adj,non_investor_median_price_adj,non_investor_cash_buy_num,non_investor_cash_total_adj,non_investor_cash_median_adj,non_investor_non_cash_total_adj,non_investor_non_cash_median_adj,non_investor_cash_total,non_investor_cash_median,non_investor_non_cash_total,non_investor_non_cash_median,p_total_cash_is_non_investor_adj,p_total_cash_is_investor_adj,p_cash_buy_is_investor,p_cash_buy_is_non_investor,p_buy_is_investor,p_buy_is_non_investor,p_sell_is_investor,p_sell_is_non_investor,p_flip,p_flip_is_investor,p_flip_is_non_investor,p_investor_sell_flip,p_non_investor_sell_flip,p_non_investor_total_is_cash_adj,p_non_investor_total_is_cash,p_investor_total_is_cash_adj,p_investor_total_is_cash,p_investor_is_cash_buy,p_non_investor_is_cash_buy
2000-2009,LND,Acton,10,8,2,84,13,6296866.0,350000.0,901370.0,55781542.0,62078408,871655.0,9680453.0,80936157.0,601429.0,1270591.0,90616610,1265048.5,60,50257825.0,910000.0,72108385.0,1281117.0,24,11820583.0,395500.0,18508225.0,636287.0,8,3762880.0,282500.0,5507961.0,406960.5,2,1298905.0,649452.5,4209056.0,356672.5,910000.0,455000.0,2852880.0,246000.0,76,58315528.0,891460.0,85108649.0,1267799.0,11,8381548.0,601429.0,76727101.0,1277847.0,5386866.0,350000.0,52928662.0,905475.0,86.58218783769726,13.417812162302736,15.384615384615385,84.61538461538461,9.523809523809524,90.47619047619048,71.42857142857143,28.57142857142857,11.904761904761903,80.0,20.0,13.333333333333334,8.333333333333332,9.848056688104636,9.237447014112604,23.582320208875842,24.18360404796326,25.0,14.473684210526317
2000-2009,LND,Arlington,1,0,1,5,3,3041303.0,83874.0,676750.0,1353500.0,4394803,455000.0,4955221.0,1978856.0,118367.0,989428.0,6934077,692451.0,2,1353500.0,676750.0,1978856.0,989428.0,3,3041303.0,83874.0,4955221.0,118367.0,1,2877429.0,2877429.0,4722316.0,4722316.0,1,4722316.0,4722316.0,0.0,,2877429.0,2877429.0,0.0,,4,1517374.0,269437.0,2211761.0,405409.0,2,232905.0,116452.5,1978856.0,989428.0,163874.0,81937.0,1353500.0,676750.0,4.700193997401932,95.29980600259806,33.33333333333333,66.66666666666666,20.0,80.0,40.0,60.0,20.0,0.0,100.0,0.0,33.33333333333333,10.530296899167677,10.799842359233782,100.0,100.0,100.0,50.0
2000-2009,LND,Ashland,29,14,15,160,66,9243849.0,87500.0,391284.0,34640465.0,43884314,216200.0,14356721.0,56578623.0,127144.5,681699.5,70935344,349910.0,76,17841929.0,95000.0,28582629.0,136014.0,84,26042385.0,302599.0,42352715.0,455757.5,61,8220440.0,95000.0,12688292.0,131202.0,51,9255055.0,110486.0,3433237.0,325895.5,6150592.0,75000.0,2069848.0,193750.0,99,35663874.0,400000.0,58247052.0,686367.0,15,5101666.0,206926.0,53145386.0,697082.5,3093257.0,120420.0,32570617.0,405728.5,35.53503616877419,64.4649638312258,77.27272727272727,22.727272727272727,38.125,61.875,47.5,52.5,18.125,48.275862068965516,51.724137931034484,18.421052631578945,17.857142857142858,8.758668164012832,8.673362293731747,72.94169301904464,74.82071519286072,83.60655737704919,15.151515151515152
2000-2009,LND,Bedford,3,2,1,32,12,3641000.0,325000.0,832500.0,16732900.0,20373900,412500.0,5730451.0,25280895.0,499444.0,1259485.0,31011346,693385.0,14,8962900.0,577000.0,13708245.0,890715.5,18,11411000.0,350000.0,17303101.0,534506.5,9,4145000.0,400000.0,6371720.0,628836.0,4,2457273.0,601620.5,3914447.0,656463.0,1500000.0,375000.0,2645000.0,400000.0,23,16228900.0,704000.0,24639626.0,1042910.0,8,3273178.0,435803.5,21366448.0,1789656.0,2141000.0,285000.0,14087900.0,1200000.0,57.119029549332154,42.880970450667846,33.33333333333333,66.66666666666666,28.125,71.875,43.75,56.25,9.375,66.66666666666666,33.33333333333333,14.285714285714285,5.555555555555555,13.284203258604657,13.192514588172951,38.565301049010316,36.18817852834741,44.44444444444444,34.78260869565217
2000-2009,LND,Bellingham,32,11,21,185,29,5137211.0,120000.0,451850.0,68691019.0,73828230,400000.0,7625142.0,103414196.0,206204.0,705371.5,111039338,604474.0,67,21240907.0,300000.0,33358512.0,515339.0,118,52587323.0,524900.0,77680826.0,770651.0,46,13082894.0,167500.0,20693412.0,259395.0,14,2309037.0,40622.5,18384375.0,285698.5,1517650.0,22500.0,11565244.0,187500.0,139,60745336.0,468986.0,90345926.0,713736.0,15,5316105.0,246174.0,85029821.0,733770.5,3619561.0,150000.0,57125775.0,481400.0,69.71811147910427,30.281888520895745,48.275862068965516,51.724137931034484,24.864864864864867,75.13513513513513,36.21621621621622,63.78378378378379,17.2972972972973,34.375,65.625,16.417910447761194,17.796610169491526,5.884166818988605,5.958582565087795,11.158319372368366,11.600262143834538,30.434782608695656,10.79136690647482
2000-2009,LND,Belmont,1,0,1,12,5,2684000.0,459000.0,850000.0,22007000.0,24691000,747500.0,4290287.0,32444603.0,647761.0,1216966.0,36734890,1090087.0,5,20286000.0,2551000.0,29763617.0,3652330.0,7,4405000.0,695000.0,6971273.0,995049.0,4,20802000.0,2551000.0,30911641.0,3652330.0,1,1830312.0,1830312.0,29081329.0,3652330.0,1000000.0,1000000.0,19802000.0,2551000.0,8,3889000.0,429500.0,5823249.0,653336.5,4,2459975.0,620161.5,3363274.0,826980.5,1684000.0,429500.0,2205000.0,527500.0,57.338238677272635,42.66176132272736,20.0,80.0,33.33333333333333,66.66666666666666,41.66666666666667,58.333333333333336,8.333333333333332,0.0,100.0,0.0,14.285714285714285,42.24402906350046,43.30161995371561,5.9211091381399,4.807230074031343,25.0,50.0
2000-2009,LND,Beverly,17,15,2,83,27,13056510.0,320000.0,502274.0,29045706.0,42102216,500000.0,20820173.0,44171090.0,474050.0,782688.5,64991263,760935.0,43,28300510.0,580182.0,42735217.0,912098.0,40,13801706.0,212750.0,22256046.0,348683.5,24,8199277.0,197500.0,12081880.0,291329.5,7,2209148.0,228789.0,9872732.0,400639.0,1376775.0,155000.0,6822502.0,255000.0,59,33902939.0,544000.0,52909383.0,869814.0,20,18611025.0,843886.0,34298358.0,869814.0,11679735.0,547700.0,22223204.0,544000.0,89.38938691815865,10.610613081841347,25.925925925925924,74.07407407407408,28.915662650602407,71.08433734939759,51.80722891566265,48.19277108433735,20.481927710843372,88.23529411764706,11.76470588235294,34.883720930232556,5.0,35.17528261480577,34.45050884821519,18.28480335841773,16.791419536137152,29.166666666666668,33.89830508474576
2000-2009,LND,Bolton,14,3,11,61,22,5699630.0,200000.0,498000.0,21363290.0,27062920,295000.0,8866923.0,32924384.0,322278.5,846606.0,41791307,432325.0,20,10554653.0,268500.0,16059349.0,430958.5,41,16508267.0,331000.0,25731958.0,501104.0,8,2723000.0,268500.0,4122331.0,430958.5,3,1289996.0,388128.0,2832335.0,432325.0,842000.0,262000.0,1881000.0,275000.0,53,24339920.0,350000.0,37668976.0,501104.0,19,7576927.0,314418.0,30092049.0,907117.5,4857630.0,200000.0,19482290.0,566831.5,85.45159352348047,14.548406476519531,13.636363636363635,86.36363636363636,13.114754098360656,86.88524590163934,32.78688524590164,67.21311475409836,22.950819672131146,21.428571428571427,78.57142857142857,15.0,26.82926829268293,20.114502183441356,19.95746082978087,31.292877743199178,30.921777451340432,37.5,35.84905660377358
2000-2009,LND,Boston,70,48,22,318,132,19511007.0,94000.0,327507.5,68674917.0,88185924,207500.0,29751722.0,103186549.0,146132.5,503964.5,132938271,324023.5,122,39237640.0,266450.0,58396207.0,431209.5,196,48948284.0,161500.0,74542064.0,245548.5,97,27012167.0,165000.0,40527927.0,251109.0,62,17488146.0,200887.5,23039781.0,494608.0,11539157.0,132750.0,15473010.0,307000.0,221,61173757.0,243500.0,92410344.0,360722.0,70,12263576.0,112917.0,80146768.0,506071.0,7971850.0,72000.0,53201907.0,329600.0,41.21971830739747,58.78028169260253,46.96969696969697,53.03030303030303,30.50314465408805,69.49685534591194,38.36477987421384,61.63522012578616,22.0125786163522,68.57142857142857,31.428571428571427,39.34426229508197,11.224489795918368,13.27078275999059,13.031486687992697,43.15085249734091,42.71836835600787,63.91752577319587,31.674208144796378
2000-2009,LND,Boxborough,5,4,1,73,7,2511535.0,365000.0,417500.0,32671263.0,35182798,412500.0,3783158.0,51469587.0,558897.0,656347.5,55252745,627772.0,58,27953426.0,412500.0,44111939.0,627772.0,15,7229372.0,460106.0,11140806.0,790632.0,6,2024900.0,281250.0,2987059.0,410125.0,0,0.0,,2987059.0,410125.0,0.0,,2024900.0,281250.0,67,33157898.0,416000.0,52265686.0,653989.0,7,3783158.0,558897.0,48482528.0,664994.0,2511535.0,365000.0,30646363.0,423000.0,100.0,0.0,0.0,100.0,8.21917808219178,91.78082191780823,79.45205479452055,20.54794520547945,6.8493150684931505,80.0,20.0,6.896551724137931,6.666666666666667,7.238320759819358,7.574469889496614,0.0,0.0,0.0,10.44776119402985
2000-2009,LND,Braintree,8,6,2,51,19,5265300.0,95000.0,345000.0,12739498.0,18004798,230000.0,7922900.0,20668900.0,173880.0,498928.0,28591800,402669.0,29,11661498.0,250000.0,18570067.0,457578.0,22,6343300.0,217500.0,10021733.0,370334.0,17,4461255.0,125000.0,6984580.0,228789.0,12,5594727.0,178455.5,1389853.0,228789.0,3665300.0,97500.0,795955.0,125000.0,34,13543543.0,345000.0,21607220.0,498928.0,7,2328173.0,106675.0,19279047.0,670164.0,1600000.0,65000.0,11943543.0,390000.0,29.38536394502013,70.61463605497987,63.1578947368421,36.84210526315789,33.33333333333333,66.66666666666666,56.86274509803921,43.13725490196079,15.686274509803921,75.0,25.0,20.689655172413794,9.090909090909092,10.77497706785047,11.813747702502956,80.10112275899195,82.15849575960128,70.58823529411765,20.588235294117645
2000-2009,LND,Brookline,5,3,2,23,11,20135000.0,1325000.0,1125000.0,19210563.0,39345563,1200000.0,29318689.0,28201785.0,2083019.0,1626863.5,57520474,1777687.0,13,30529500.0,1499000.0,44554980.0,2319798.0,10,8816063.0,612500.0,12965494.0,962905.0,9,25025000.0,2000000.0,35861824.0,2962812.0,5,21556832.0,3162943.0,14304992.0,1300321.0,15000000.0,2250000.0,10025000.0,925000.0,14,14320563.0,1137500.0,21658650.0,1631172.5,6,7761857.0,1194305.0,13896793.0,1923961.0,5135000.0,825000.0,9185563.0,1275000.0,26.474093026465134,73.52590697353487,45.45454545454545,54.54545454545454,39.130434782608695,60.86956521739131,56.52173913043478,43.47826086956522,21.73913043478261,60.0,40.0,23.076923076923077,20.0,35.83721515422245,35.857528785704865,60.1108075261314,59.94005994005994,55.55555555555556,42.857142857142854
2000-2009,LND,Burlington,5,4,1,47,11,4990000.0,275000.0,596906.0,20332582.0,25322582,585000.0,7762564.0,30619380.0,485033.0,907224.5,38381944,855217.0,24,13783620.0,612479.0,20796816.0,922019.0,23,11538962.0,450000.0,17585128.0,684842.0,5,1915000.0,300000.0,2912843.0,515511.0,1,388092.0,388092.0,2524751.0,600176.5,275000.0,275000.0,1640000.0,375000.0,42,23407582.0,589406.0,35469101.0,885246.5,10,7374472.0,485033.0,28094629.0,915742.5,4715000.0,270000.0,18692582.0,607479.0,95.0004663407606,4.999533659239395,9.090909090909092,90.9090909090909,10.638297872340425,89.36170212765957,51.06382978723404,48.93617021276596,10.638297872340425,80.0,20.0,16.666666666666664,4.3478260869565215,20.791257156475435,20.14304595835657,13.323478127726073,14.360313315926893,20.0,23.809523809523807
2000-2009,LND,Cambridge,7,3,4,23,15,10920838.0,309238.0,675500.0,5781900.0,16702738,480000.0,16373028.0,9121076.0,518492.0,1060432.5,25494104,715862.0,7,6510238.0,350000.0,9419141.0,566002.0,16,10192500.0,575250.0,16074963.0,881190.5,7,7902400.0,480000.0,11411932.0,754603.0,4,7426202.0,415998.5,3985730.0,1339246.0,5221000.0,278000.0,2681400.0,880000.0,16,8800338.0,489750.0,14082172.0,713468.5,11,8946826.0,566002.0,5135346.0,1002207.0,5699838.0,309238.0,3100500.0,651000.0,54.64368594495777,45.356314055042226,26.666666666666668,73.33333333333333,30.434782608695656,69.56521739130434,30.434782608695656,69.56521739130434,30.434782608695656,42.857142857142854,57.14285714285714,42.857142857142854,25.0,63.53299760860753,64.76839866832388,65.07401200778273,66.0685361409192,57.14285714285714,68.75
2000-2009,LND,Canton,16,6,10,90,33,25817118.0,275000.0,400000.0,29754129.0,55571247,357500.0,39759231.0,46197755.0,441245.0,597394.0,85956986,522571.0,29,30182650.0,425000.0,46380955.0,586958.0,61,25388597.0,285000.0,39576031.0,466730.0,30,28245217.0,350000.0,43925558.0,515371.5,11,29665307.0,457578.0,14260251.0,526650.0,19163664.0,312664.0,9081553.0,365000.0,60,27326030.0,365000.0,42031428.0,526484.5,22,10093924.0,439730.0,31937504.0,814988.0,6653454.0,265000.0,20672576.0,499950.0,25.387623819987866,74.61237618001213,33.33333333333333,66.66666666666666,33.33333333333333,66.66666666666666,32.22222222222222,67.77777777777779,17.77777777777778,37.5,62.5,20.689655172413794,16.39344262295082,24.01518216321368,24.348410654602954,67.53541298211852,67.84746599751739,36.666666666666664,36.666666666666664
2000-2009,LND,Carlisle,3,1,2,21,7,5714000.0,540000.0,1197500.0,14009489.0,19723489,745000.0,8786676.0,22051154.0,798982.0,1916805.5,30837830,1066635.0,5,4664000.0,745000.0,6713854.0,1066635.0,16,15059489.0,822500.0,24123976.0,1354010.0,5,3420000.0,525000.0,5022934.0,773131.0,2,1572113.0,786056.5,3450821.0,731022.0,1065000.0,532500.0,2355000.0,475000.0,16,16303489.0,1197500.0,25814896.0,1916805.5,5,7214563.0,1066635.0,18600333.0,1924573.0,4649000.0,745000.0,11654489.0,1275000.0,82.10798941488227,17.892010585117742,28.57142857142857,71.42857142857143,23.809523809523807,76.19047619047619,23.809523809523807,76.19047619047619,14.285714285714285,33.33333333333333,66.66666666666666,20.0,12.5,27.947286713841496,28.51536870420804,31.298699126844987,31.140350877192986,40.0,31.25
2000-2009,LND,Chelsea,3,3,0,23,9,631000.0,70000.0,216500.0,3336000.0,3967000,125000.0,942221.0,5317925.0,103698.0,384620.5,6260146,228789.0,7,1408500.0,125000.0,2059293.0,172635.0,16,2558500.0,147500.0,4200853.0,234350.5,12,1891500.0,125000.0,2959421.0,201334.5,5,564968.0,68484.0,2394453.0,411820.0,392500.0,45000.0,1499000.0,225000.0,11,2075500.0,170000.0,3300725.0,239912.0,4,377253.0,112724.0,2923472.0,357421.0,238500.0,75000.0,1837000.0,208000.0,40.03869580491201,59.961304195088,55.55555555555556,44.44444444444444,52.17391304347826,47.82608695652174,30.434782608695656,69.56521739130434,13.043478260869565,100.0,0.0,42.857142857142854,0.0,11.429398086783964,11.491206938087208,19.090491011586387,20.750726936293947,41.66666666666667,36.36363636363637
2000-2009,LND,Cohasset,6,3,3,39,23,9364500.0,315000.0,475000.0,9217900.0,18582400,350000.0,14965909.0,14411800.0,549094.0,715160.5,29377709,549094.0,13,8598000.0,600000.0,13914694.0,952590.0,26,9984400.0,300000.0,15463015.0,494908.0,10,5150000.0,337500.0,8445333.0,549094.0,8,7299953.0,549094.0,1145380.0,572690.0,4350000.0,312500.0,800000.0,400000.0,29,13432400.0,400000.0,20932376.0,564498.0,15,7665956.0,495208.0,13266420.0,786629.5,5014500.0,315000.0,8417900.0,535000.0,51.22278907348695,48.77721092651305,34.78260869565217,65.21739130434783,25.64102564102564,74.35897435897436,33.33333333333333,66.66666666666666,15.384615384615385,50.0,50.0,23.076923076923077,11.538461538461538,36.62248375435259,37.331377862481766,86.43771654711543,84.46601941747572,80.0,51.724137931034484
2000-2009,LND,Concord,3,2,1,20,12,4540261.0,175000.0,832500.0,9225000.0,13765261,687500.0,6763988.0,13966793.0,272050.0,1295721.0,20730781,1062392.5,7,5580000.0,700000.0,8563868.0,1065309.0,13,8185261.0,675000.0,12166913.0,1059476.0,8,3470000.0,295000.0,5338059.0,449654.5,5,2334739.0,286345.0,3003320.0,1107782.0,1640000.0,200000.0,1830000.0,675000.0,12,10295261.0,755000.0,15392722.0,1097152.5,7,4429249.0,164544.0,10963473.0,2433932.0,2900261.0,100261.0,7395000.0,1700000.0,65.48280393164507,34.51719606835494,41.66666666666667,58.333333333333336,40.0,60.0,35.0,65.0,15.0,66.66666666666666,33.33333333333333,28.57142857142857,7.6923076923076925,28.774956112375705,28.17083510558887,43.737602001026964,47.262247838616716,62.5,58.333333333333336
2000-2009,LND,Danvers,4,3,1,91,20,5453470.0,230000.0,726125.0,48387978.0,53841448,685000.0,8182048.0,69426327.0,347147.0,1021417.0,77608375,966914.0,68,46937578.0,728813.5,67109907.0,1034406.0,23,6903870.0,260000.0,10498468.0,410290.0,29,15144055.0,280000.0,22084180.0,414794.0,10,4582375.0,359098.5,17501805.0,429517.0,3105470.0,255000.0,12038585.0,300000.0,62,38697393.0,728813.5,55524195.0,1037985.0,10,3599673.0,347147.0,51924522.0,1057780.0,2348000.0,200000.0,36349393.0,754195.0,43.99476756919539,56.00523243080461,50.0,50.0,31.868131868131865,68.13186813186813,74.72527472527473,25.274725274725274,4.395604395604396,75.0,25.0,4.411764705882353,4.3478260869565215,6.4830710287650275,6.067592201882953,20.749581827353335,20.50619863702291,34.48275862068966,16.129032258064516
2000-2009,LND,Dedham,9,6,3,78,20,6648300.0,177500.0,443750.0,30992486.0,37640786,409150.0,10272631.0,48148021.0,274527.5,671480.0,58420652,657905.5,25,13531500.0,450000.0,20716657.0,672711.0,53,24109286.0,359000.0,37703995.0,621343.0,19,5502100.0,190000.0,8617404.0,269310.0,11,4906903.0,269310.0,3710501.0,321436.5,3135800.0,160000.0,2366300.0,220000.0,59,32138686.0,450000.0,49803248.0,672711.0,9,5365728.0,309266.0,44437520.0,715792.5,3512500.0,220000.0,28626186.0,462500.0,52.233239955762066,47.76676004423794,55.00000000000001,45.0,24.358974358974358,75.64102564102564,32.05128205128205,67.94871794871796,11.538461538461538,66.66666666666666,33.33333333333333,24.0,5.660377358490567,10.773851536751177,10.929196047405298,56.941777361256364,56.99278457316297,57.89473684210527,15.254237288135593
2000-2009,LND,Dover,5,4,1,30,12,14314795.0,650000.0,805000.0,24106869.0,38421664,662500.0,23029568.0,36961774.0,992031.0,1168852.5,59991342,1009671.5,18,30951302.0,1650000.0,48721234.0,2424424.5,12,7470362.0,342500.0,11270108.0,565269.5,9,17122295.0,650000.0,28663683.0,1066753.0,4,15762956.0,3441895.5,12900727.0,943254.0,9472295.0,2236147.5,7650000.0,600000.0,21,21299369.0,675000.0,31327659.0,952590.0,8,7266612.0,537307.5,24061047.0,1385115.0,4842500.0,356250.0,16456869.0,935000.0,31.55340126223818,68.44659873776182,33.33333333333333,66.66666666666666,30.0,70.0,60.0,40.0,16.666666666666664,80.0,20.0,22.22222222222222,8.333333333333332,23.19551550277025,22.73541530737366,54.99277953918204,55.32140989277431,44.44444444444444,38.095238095238095
2000-2009,LND,Duxbury,3,2,1,33,9,2245650.0,165150.0,450000.0,12495220.0,14740870,385000.0,3566013.0,19298991.0,232160.0,660707.0,22865004,570341.0,8,3074550.0,365000.0,4765174.0,585382.0,25,11666320.0,385000.0,18099830.0,570341.0,10,2941800.0,251500.0,4371532.0,354233.0,3,794850.0,146061.0,3576682.0,355655.0,541000.0,85000.0,2400800.0,253000.0,23,11799070.0,450000.0,18493472.0,666633.0,6,2771163.0,390974.0,15722309.0,1084742.0,1704650.0,250075.0,10094420.0,690000.0,77.7104009435748,22.289599056425203,33.33333333333333,66.66666666666666,30.303030303030305,69.6969696969697,24.242424242424242,75.75757575757575,9.090909090909092,66.66666666666666,33.33333333333333,25.0,4.0,14.98454697960448,14.447325085790661,18.18241293898798,18.390101298524712,30.0,26.08695652173913
2000-2009,LND,Essex,1,1,0,14,6,1900000.0,268500.0,235000.0,2420400.0,4320400,258500.0,2934010.0,3989206.0,410401.0,374930.5,6923216,374930.5,2,1108000.0,554000.0,1699548.0,849774.0,12,3212400.0,233500.0,5223668.0,363387.0,3,935400.0,289000.0,1504102.0,454334.0,1,237941.0,237941.0,1266161.0,633080.5,130000.0,130000.0,805400.0,402700.0,11,3385000.0,257000.0,5419114.0,365496.0,5,2696069.0,459524.0,2723045.0,346864.0,1770000.0,280000.0,1615000.0,205000.0,91.89024577285014,8.109754227149873,16.666666666666664,83.33333333333334,21.428571428571427,78.57142857142857,14.285714285714285,85.71428571428571,7.142857142857142,100.0,0.0,50.0,0.0,49.751103224623066,52.28951255539144,15.819472349614589,13.89779773358991,33.33333333333333,45.45454545454545
2000-2009,LND,Everett,2,1,1,8,2,380000.0,190000.0,392450.0,2092881.0,2472881,377450.0,650664.0,3335862.0,325332.0,617871.5,3986526,604246.5,2,784900.0,392450.0,1214599.0,607299.5,6,1687981.0,359950.0,2771927.0,604246.5,3,779900.0,350000.0,1279343.0,601429.0,2,650664.0,325332.0,628679.0,628679.0,380000.0,190000.0,399900.0,399900.0,5,1692981.0,385000.0,2707183.0,607064.0,0,0.0,,2707183.0,607064.0,0.0,,1692981.0,385000.0,0.0,100.0,100.0,0.0,37.5,62.5,25.0,75.0,25.0,50.0,50.0,50.0,16.666666666666664,0.0,0.0,50.85923008919422,48.72419540966791,66.66666666666666,0.0
2000-2009,LND,Foxborough,16,5,11,99,21,4895872.0,170000.0,444650.0,40908124.0,45803996,409900.0,7440806.0,61796415.0,264869.0,729936.5,69237221,599779.0,30,18289720.0,442200.0,27286231.0,759863.0,69,27514276.0,350000.0,41950990.0,504093.0,16,6363050.0,343315.0,9587300.0,502926.0,4,1632555.0,294974.0,7954745.0,711247.5,1090000.0,210000.0,5273050.0,455765.0,83,39440946.0,409900.0,59649921.0,599779.0,17,5808251.0,229076.0,53841670.0,729936.5,3805872.0,160000.0,35635074.0,435950.0,78.05943334633372,21.94056665366628,19.047619047619047,80.95238095238095,16.161616161616163,83.83838383838383,30.303030303030305,69.6969696969697,16.161616161616163,31.25,68.75,16.666666666666664,15.942028985507244,9.737231672109004,9.64954542418937,17.028308282832498,17.13014984952185,25.0,20.481927710843372
2000-2009,LND,Framingham,22,14,8,114,40,10346984.0,177500.0,362500.0,27459365.0,37806349,268500.0,16020123.0,41965423.0,281317.0,564359.0,57985546,431981.0,54,21513931.0,370000.0,32113213.0,564483.0,60,16292418.0,205000.0,25872333.0,332762.5,39,10033634.0,210000.0,15026964.0,300662.0,18,5921114.0,215666.0,9105850.0,381036.0,3893084.0,136000.0,6140550.0,267000.0,75,27772715.0,345000.0,42958582.0,562766.0,22,10099009.0,333082.5,32859573.0,615434.0,6453900.0,210000.0,21318815.0,397000.0,63.039522230884245,36.960477769115755,45.0,55.00000000000001,34.21052631578947,65.78947368421053,47.368421052631575,52.63157894736842,19.298245614035086,63.63636363636363,36.36363636363637,25.925925925925924,13.333333333333334,23.50871125122333,23.238275408075875,39.40326202950909,38.80033894000917,46.15384615384615,29.333333333333332
2000-2009,LND,Franklin,24,11,13,219,29,8656589.0,250000.0,529950.0,93912118.0,102568707,504560.0,13101691.0,141256571.0,351438.0,787305.0,154358262,779530.0,97,45256089.0,540400.0,66364432.0,791373.0,122,57312618.0,440500.0,87993830.0,675417.5,25,7639004.0,225000.0,11726121.0,351438.0,6,2483804.0,338193.5,9242317.0,385672.0,1683752.0,224000.0,5955252.0,225000.0,194,94929703.0,531500.0,142632141.0,790859.0,23,10617887.0,414323.0,132014254.0,801623.0,6972837.0,295000.0,87956866.0,549900.0,81.04211128166585,18.957888718334146,20.689655172413794,79.3103448275862,11.415525114155251,88.58447488584474,44.29223744292237,55.70776255707762,10.95890410958904,45.83333333333333,54.166666666666664,11.34020618556701,10.655737704918032,7.444245683727065,7.345263684223262,21.18180428122821,22.041512218084975,24.0,11.855670103092782
2000-2009,LND,Gloucester,25,8,17,163,63,19270574.0,212000.0,212500.0,34664700.0,53935274,212000.0,30263062.0,55077698.0,333316.0,330799.0,85340760,331459.0,33,11465600.0,274200.0,17807157.0,402205.0,130,42469674.0,205000.0,67533603.0,330139.0,27,11047500.0,230000.0,17440948.0,334798.0,10,4153701.0,438977.0,13287247.0,331459.0,2540000.0,271500.0,8507500.0,226000.0,136,42887774.0,210000.0,67899812.0,330139.0,53,26109361.0,330139.0,41790451.0,330139.0,16730574.0,210000.0,26157200.0,210000.0,86.2746836390845,13.725316360915496,15.873015873015872,84.12698412698413,16.56441717791411,83.43558282208589,20.245398773006134,79.75460122699386,15.337423312883436,32.0,68.0,24.242424242424242,13.076923076923078,38.452773624763495,39.01012442380432,23.81579831555028,22.991627064946822,37.03703703703704,38.970588235294116
2000-2009,LND,Hamilton,1,0,1,16,10,5017000.0,366000.0,476850.0,3434920.0,8451920,442000.0,7491165.0,5378910.0,561365.5,748502.5,12870075,658568.0,3,810000.0,270000.0,1138660.0,379553.0,13,7641920.0,465000.0,11731415.0,707670.0,6,1882000.0,295000.0,2708928.0,422858.5,6,2708928.0,422858.5,0.0,,1882000.0,295000.0,0.0,,10,6569920.0,479850.0,10161147.0,748502.5,4,4782237.0,993927.5,5378910.0,748502.5,3135000.0,605000.0,3434920.0,476850.0,63.83836158995296,36.16163841004704,60.0,40.0,37.5,62.5,18.75,81.25,6.25,0.0,100.0,0.0,7.6923076923076925,47.063948587693886,47.71747601188447,100.0,100.0,100.0,40.0
2000-2009,LND,Hanover,21,9,12,107,42,11267800.0,225000.0,375000.0,31378613.0,42646413,270000.0,17381700.0,48308298.0,363972.5,570701.0,65689998,408042.0,37,20030865.0,479900.0,30325541.0,730346.0,70,22615548.0,230000.0,35364457.0,369261.0,31,9355100.0,239000.0,14532498.0,403817.0,18,6827104.0,354278.0,7705394.0,429517.0,4381400.0,236750.0,4973700.0,299000.0,76,33291313.0,282000.0,51157500.0,453545.0,24,10554596.0,367255.0,40602904.0,807888.5,6886400.0,225000.0,26404913.0,517975.0,60.7224609790757,39.27753902092431,42.857142857142854,57.14285714285714,28.971962616822427,71.02803738317756,34.57943925233645,65.42056074766354,19.626168224299064,42.857142857142854,57.14285714285714,24.324324324324326,17.142857142857142,20.63157112837805,20.685276065861384,46.97818640676916,46.83434704065162,58.06451612903226,31.57894736842105
2000-2009,LND,Hingham,9,6,3,71,28,14973060.0,432000.0,922000.0,37030264.0,52003324,700000.0,22625900.0,55072220.0,677218.0,1394429.0,77698120,1027262.0,31,27276732.0,862344.0,40120698.0,1296104.0,40,24726592.0,474000.0,37577422.0,693351.5,13,7162060.0,425000.0,10586458.0,600769.0,8,6382225.0,615674.5,4204233.0,600769.0,4299160.0,397000.0,2862900.0,435000.0,58,44841264.0,784972.0,67111662.0,1230125.0,20,16243675.0,686295.5,50867987.0,1442278.5,10673900.0,464500.0,34167364.0,953001.0,71.79239278879514,28.20760721120486,28.57142857142857,71.42857142857143,18.30985915492958,81.69014084507043,43.66197183098591,56.33802816901409,12.676056338028168,66.66666666666666,33.33333333333333,19.35483870967742,7.5,24.20395280927479,23.803744693726742,60.286688900102384,60.02686377941542,61.53846153846154,34.48275862068966
